Node,Label,SGD,OGEE,DEG,SOD,essential
YKL132C,ORF-V,0,0,0,0,0
YAL043C-A,ORF-DU,0,0,0,0,0
YMR158W,ORF-V,0,0,0,0,0
YPL107W,ORF-U,0,0,0,0,0
YJL106W,ORF-V,0,0,0,0,0
YMR218C,ORF-V,1,1,1,3,1
YMR105C,ORF-V,0,0,0,0,0
YDR363W,ORF-V,0,0,0,0,0
YOR360C,ORF-V,0,0,0,0,0
YGLWDELTA10,LTR,0,0,0,0,0
YDR105C,ORF-V,0,0,0,0,0
YBL064C,ORF-V,0,0,0,0,0
YLR200W,ORF-V,0,0,0,0,0
YGR176W,ORF-DU,0,0,0,0,0
YDR276C,ORF-V,0,0,0,0,0
YJL152W,ORF-DU,0,0,0,0,0
YEL037C,ORF-V,0,0,0,0,0
YLL030C,ORF-U,0,0,0,0,0
YOR298C-A,ORF-V,0,0,0,0,0
YCR007C,ORF-U,0,0,0,0,0
YMR191W,ORF-V,0,0,0,0,0
YNR060W,ORF-V,0,0,0,0,0
YDR508C,ORF-V,0,0,0,0,0
YPL273W,ORF-V,0,0,0,0,0
YIL041W,ORF-V,0,0,0,0,0
YNL155W,ORF-V,0,0,0,0,0
YOL020W,ORF-V,0,0,0,0,0
YJL116C,ORF-V,0,0,0,0,0
YCR063W,ORF-V,0,0,0,0,0
YOR233W,ORF-V,1,0,1,2,1
YIL012W,ORF-U,0,0,0,0,0
YLR355C,ORF-V,1,1,1,3,1
YGL172W,ORF-V,1,1,1,3,1
YBR109w-a,ORF-DU,0,0,0,0,0
YGR078C,ORF-V,0,0,0,0,0
YNL107W,ORF-V,0,0,0,0,0
YPL147W,ORF-V,0,0,0,0,0
YEL018W,ORF-V,0,0,0,0,0
YKL198C,ORF-V,0,0,0,0,0
YIL165C,ORF-U,0,0,0,0,0
YPL097W,ORF-V,0,0,0,0,0
YEL053C,ORF-V,0,0,0,0,0
YJL175W,ORF-DU,0,0,0,0,0
YLR437C,ORF-V,0,0,0,0,0
YDL233W,ORF-U,0,0,0,0,0
YMR238W,ORF-V,0,0,0,0,0
YOL099C,ORF-DU,0,0,0,0,0
YML099C,ORF-V,0,0,0,0,0
YBL031W,ORF-V,0,0,0,0,0
YGR064W,ORF-DU,0,0,0,0,0
YBR151W,ORF-V,0,0,0,0,0
YBL084C,ORF-V,1,1,1,3,1
YPR193C,ORF-V,0,0,0,0,0
YBL027W,ORF-V,0,0,0,0,0
YML058w-a,ORF-V,0,0,0,0,0
YML101C,ORF-V,0,0,0,0,0
YLR023C,ORF-V,0,0,0,0,0
YEL016C,ORF-V,0,0,0,0,0
YCR098C,ORF-V,0,0,0,0,0
YML129C,ORF-V,0,0,0,0,0
YJL179W,ORF-V,0,0,0,0,0
YDR150W,ORF-V,0,0,0,0,0
YDR078C,ORF-V,0,0,0,0,0
YLR392C,ORF-V,0,0,0,0,0
YML048W-A,ORF-DU,0,0,0,0,0
YFR023W,ORF-V,0,0,0,0,0
YKL073W,ORF-V,0,0,0,0,0
YFRWDELTA10,LTR,0,0,0,0,0
YDR021W,ORF-V,1,1,1,3,1
YOR087W,ORF-V,0,0,0,0,0
YDR501W,ORF-V,0,0,0,0,0
YAL017W,ORF-V,0,0,0,0,0
YAL064C-A,ORF-U,0,0,0,0,0
YKL098W,ORF-V,0,0,0,0,0
YLR035C,ORF-V,0,0,0,0,0
YOR380W,ORF-V,0,0,0,0,0
YML062C,ORF-V,0,0,0,0,0
YGR089W,ORF-V,0,0,0,0,0
COX1,ORF-V,0,0,0,0,0
YLR140W,ORF-DU,1,0,0,1,1
YGL178W,ORF-V,0,0,0,0,0
YBR003W,ORF-V,0,0,0,0,0
ARS607,ARS,0,0,0,0,0
YBR078W,ORF-V,0,0,0,0,0
YBR157C,ORF-V,0,0,0,0,0
YHR128W,ORF-V,1,0,0,1,1
YDR375C,ORF-V,0,0,0,0,0
YPL047W,ORF-V,0,0,0,0,0
YML065W,ORF-V,1,1,1,3,1
YOR348C,ORF-V,0,0,0,0,0
YDRWDELTA27,LTR,0,0,0,0,0
YJR148W,ORF-V,0,0,0,0,0
YKL177W,ORF-DU,0,0,0,0,0
YBR205W,ORF-V,0,0,0,0,0
YNL337W,ORF-DU,0,0,0,0,0
YIR016W,ORF-U,0,0,0,0,0
YKL182W,ORF-V,1,1,1,3,1
YLR209C,ORF-V,0,0,0,0,0
YJR092W,ORF-V,0,0,0,0,0
YBR096W,ORF-U,0,0,0,0,0
TE(UUC)E1,tRNA gene,0,0,0,0,0
YKRWDELTA10,ORF-V,0,0,0,0,0
YKR026C,ORF-V,0,0,0,0,0
YHR086W,ORF-V,1,0,1,2,1
YAL068C,ORF-V,0,0,0,0,0
YML108W,ORF-V,0,0,0,0,0
YOL064C,ORF-V,0,0,0,0,0
YPL229W,ORF-U,0,0,0,0,0
YOL148C,ORF-V,0,0,0,0,0
YDR194C,ORF-V,0,0,0,0,0
YBR167C,ORF-V,1,1,1,3,1
YKL087C,ORF-V,0,0,0,0,0
YHR118C,ORF-V,1,1,1,3,1
YGR199W,ORF-V,0,0,0,0,0
YKR043C,ORF-V,0,0,0,0,0
YCLCDELTA1,LTR,0,0,0,0,0
YIL110W,ORF-V,0,0,0,0,0
YGR285C,ORF-V,0,0,0,0,0
YDR072C,ORF-V,0,0,0,0,0
YPL241C,ORF-V,0,0,0,0,0
YJL167W,ORF-V,1,1,1,3,1
YLR015W,ORF-V,0,0,0,0,0
YNL339C,ORF-V,0,0,0,0,0
YNL273W,ORF-V,0,0,0,0,0
YNR037C,ORF-V,0,0,0,0,0
YPRCDELTA23,LTR,0,0,0,0,0
YDL111C,ORF-V,1,1,1,3,1
YBR185C,ORF-V,0,0,0,0,0
YJL004C,ORF-V,0,0,0,0,0
YIL096C,ORF-V,0,0,0,0,0
YCR020C-A,ORF-V,0,0,0,0,0
YBR266C,ORF-V,0,0,0,0,0
YLR334C,ORF-DU,0,0,0,0,0
YBL094C,ORF-DU,0,0,0,0,0
YDR257C,ORF-V,0,0,0,0,0
YDR428C,ORF-V,0,0,0,0,0
YMR181C,ORF-U,0,0,0,0,0
YLR428C,ORF-DU,0,0,0,0,0
YML082W,ORF-U,0,0,0,0,0
YOL133W,ORF-V,1,1,1,3,1
YLR278C,ORF-U,0,0,0,0,0
YGL078C,ORF-V,0,0,0,0,0
YFL046W,ORF-V,0,0,0,0,0
YJL076W,ORF-V,1,1,1,3,1
YOR017W,ORF-V,0,0,0,0,0
YDR314C,ORF-V,0,0,0,0,0
YJRWTY1-1,LTR,0,0,0,0,0
YGR225W,ORF-V,0,0,0,0,0
YGR123C,ORF-V,0,0,0,0,0
YHR209W,ORF-V,0,0,0,0,0
YGR290W,ORF-DU,0,0,0,0,0
YMR275C,ORF-V,0,0,0,0,0
YDR217C,ORF-V,0,0,0,0,0
YDR128W,ORF-V,0,0,0,0,0
YNL092W,ORF-V,0,0,0,0,0
YIR028W,ORF-V,0,0,0,0,0
YNL329C,ORF-V,0,0,0,0,0
YNL287W,ORF-V,1,1,1,3,1
YOR288C,ORF-V,0,0,0,0,0
YIRCDELTA6,LTR,0,0,0,0,0
YGL170C,ORF-V,0,0,0,0,0
YDR442W,ORF-DU,0,0,0,0,0
YKR075C,ORF-U,1,0,0,1,1
YMR057C,ORF-DU,0,0,0,0,0
YGL244W,ORF-V,0,0,0,0,0
YNL193W,ORF-U,0,0,0,0,0
YLL029W,ORF-V,0,0,0,0,0
YOL087C,ORF-V,0,0,0,0,0
YLR110C,ORF-V,0,0,0,0,0
YJL014W,ORF-V,1,1,1,3,1
YOL119C,ORF-V,0,0,0,0,0
YER068W,ORF-V,1,0,0,1,1
YJR091C,ORF-V,0,0,0,0,0
YLR251W,ORF-V,0,0,0,0,0
YNL028W,ORF-DU,1,0,0,1,1
YFL001W,ORF-V,0,0,0,0,0
YDL130W-A,ORF-V,0,0,0,0,0
YKR085C,ORF-V,0,0,0,0,0
YCR071C,ORF-V,0,0,0,0,0
YMR100W,ORF-V,0,0,0,0,0
YDR294C,ORF-V,0,0,0,0,0
YMR108W,ORF-V,0,0,0,0,0
YOL004W,ORF-V,0,0,0,0,0
YPR133C,ORF-V,1,1,1,3,1
YDR177W,ORF-V,1,0,1,2,1
YGR270W,ORF-V,0,0,0,0,0
YHRWDELTA9,LTR,0,0,0,0,0
YMR243C,ORF-V,0,0,0,0,0
YMR221C,ORF-U,0,0,0,0,0
YMR111C,ORF-V,0,0,0,0,0
YMR162C,ORF-V,0,0,0,0,0
YGL072C,ORF-DU,0,0,0,0,0
YDL171C,ORF-V,0,0,0,0,0
YDR420W,ORF-V,1,0,0,1,1
YGRWDELTA22,LTR,0,0,0,0,0
YLR310C,ORF-V,1,1,1,3,1
YDR357C,ORF-V,0,0,0,0,0
YIL157C,ORF-V,0,0,0,0,0
YGRWDELTA26,LTR,0,0,0,0,0
YGL194C,ORF-V,0,0,0,0,0
YFL034C-A,ORF-V,0,0,0,0,0
YMR033W,ORF-V,1,0,1,2,1
YFR050C,ORF-V,1,1,1,3,1
YGR150C,ORF-V,0,0,0,0,0
YBL011W,ORF-V,0,0,0,0,0
YGL041C,ORF-DU,0,0,0,0,0
YOR010C,ORF-V,0,0,0,0,0
YDR138W,ORF-V,0,0,0,0,0
YBR071W,ORF-V,0,0,0,0,0
YNR040W,ORF-V,0,0,0,0,0
YPR042C,ORF-V,0,0,0,0,0
YHRWDELTA7,LTR,0,0,0,0,0
YPL069C,ORF-V,0,0,0,0,0
YPR167C,ORF-V,0,0,0,0,0
YCR037C,ORF-V,0,0,0,0,0
YJLWDELTA15,LTR,0,0,0,0,0
YLR367W,ORF-V,0,0,0,0,0
YLR329W,ORF-V,0,0,0,0,0
YPL098C,ORF-V,0,0,0,0,0
TS(AGA)A,tRNA gene,0,0,0,0,0
YNR062C,ORF-V,0,0,0,0,0
YGR120C,ORF-V,1,0,1,2,1
YHR153C,ORF-V,0,0,0,0,0
YLR063W,ORF-V,0,0,0,0,0
YOL165C,ORF-V,0,0,0,0,0
YPR103W,ORF-V,1,1,1,3,1
YLR266C,ORF-V,0,0,0,0,0
YBR270C,ORF-V,0,0,0,0,0
YLR390W,ORF-V,0,0,0,0,0
YNL020C,ORF-V,1,0,1,2,1
YOR154W,ORF-V,0,0,0,0,0
TLC1,telomerase RNA gene,0,0,0,0,0
TR(UCU)M1,tRNA gene,0,0,0,0,0
YGL229C,ORF-V,0,0,0,0,0
YBR281C,ORF-V,0,0,0,0,0
YOR113W,ORF-V,0,0,0,0,0
SNR5,snoRNA gene,0,0,0,0,0
YDL185W,ORF-V,0,0,0,0,0
YLR224W,ORF-V,0,0,0,0,0
YPL104W,ORF-V,0,0,0,0,0
YBL073W,ORF-DU,1,1,0,2,1
YBLWDELTA9,LTR,0,0,0,0,0
YNL255C,ORF-V,0,0,0,0,0
YNL331C,ORF-V,0,0,0,0,0
YCLWDELTA5,LTR,0,0,0,0,0
YDRCSIGMA6,LTR,0,0,0,0,0
YLR265C,ORF-V,0,0,0,0,0
YOR014W,ORF-V,0,0,0,0,0
YER033C,ORF-V,0,0,0,0,0
YJL168C,ORF-V,0,0,0,0,0
YMR242C,ORF-V,0,0,0,0,0
YLR113W,ORF-V,0,0,0,0,0
YDL010W,ORF-V,0,0,0,0,0
YOL056W,ORF-V,0,0,0,0,0
YDL149W,ORF-V,1,0,0,1,1
YMR157C,ORF-V,0,0,0,0,0
YNR071C,ORF-U,0,0,0,0,0
YBR285W,ORF-U,0,0,0,0,0
YJR145C,ORF-V,0,0,0,0,0
YDR163W,ORF-V,0,0,0,0,0
YKL005C,ORF-V,0,0,0,0,0
YMR054W,ORF-V,0,0,0,0,0
YDR348C,ORF-V,0,0,0,0,0
YOR260W,ORF-V,1,1,1,3,1
YMR122w-a,ORF-U,0,0,0,0,0
YKR038C,ORF-V,1,0,1,2,1
YLR026C,ORF-V,1,1,1,3,1
YMR210W,ORF-V,0,0,0,0,0
YPR126C,ORF-DU,0,0,0,0,0
TQ(UUG)B,tRNA gene,0,0,0,0,0
YOR313C,ORF-V,0,0,0,0,0
YPRCDELTA13,LTR,0,0,0,0,0
YKL170W,ORF-V,0,0,0,0,0
YIL072W,ORF-V,0,0,0,0,0
YGL064C,ORF-V,0,0,0,0,0
YHR056w-a,ORF-DU,0,0,0,0,0
YJL203W,ORF-V,1,1,1,3,1
YER083C,ORF-V,0,0,0,0,0
YDL079C,ORF-V,0,0,0,0,0
YER006W,ORF-V,1,1,1,3,1
YBL102W,ORF-V,1,0,1,2,1
YBR051W,ORF-DU,0,0,0,0,0
TS(AGA)D1,tRNA gene,0,0,0,0,0
YJL222W,ORF-V,0,0,0,0,0
YIL088C,ORF-V,0,0,0,0,0
YGR259C,ORF-DU,0,0,0,0,0
YBR113W,ORF-DU,0,0,0,0,0
YFLWDELTA5,LTR,0,0,0,0,0
YALWDELTA1,LTR,0,0,0,0,0
YER161C,ORF-V,0,0,0,0,0
YLR396C,ORF-V,0,0,0,0,0
YGL200C,ORF-V,0,0,0,0,0
YHR167W,ORF-V,0,0,0,0,0
YGL207W,ORF-V,1,1,1,3,1
YDL238C,ORF-V,0,0,0,0,0
YGR190C,ORF-DU,1,1,0,2,1
YFL025C,ORF-V,0,0,0,0,0
YIL141W,ORF-DU,0,0,0,0,0
YDR011W,ORF-V,0,0,0,0,0
YFL013w-a,ORF-DU,0,0,0,0,0
YOR249C,ORF-V,1,1,1,3,1
YJL132W,ORF-U,0,0,0,0,0
YLR022C,ORF-V,1,0,1,2,1
YER179W,ORF-V,0,0,0,0,0
YDR302W,ORF-V,1,1,1,3,1
YEL036C,ORF-V,0,0,0,0,0
YCL018W,ORF-V,0,0,0,0,0
YHR145C,ORF-DU,0,0,0,0,0
YNL103W,ORF-V,1,0,1,2,1
YIL075C,ORF-V,1,1,1,3,1
YJR132W,ORF-V,0,0,0,0,0
YEL052W,ORF-V,0,0,0,0,0
YGR175C,ORF-V,1,1,1,3,1
YBL050W,ORF-V,1,1,1,3,1
YGLCDELTA5,LTR,0,0,0,0,0
YGL050W,ORF-V,0,0,0,0,0
YJR030C,ORF-U,0,0,0,0,0
YPR031W,ORF-V,0,0,0,0,0
YIR017w-a,ORF-DU,0,0,0,0,0
YCR094W,ORF-V,0,0,0,0,0
YERWDELTA7,LTR,0,0,0,0,0
YMR136W,ORF-V,0,0,0,0,0
YOL012C,ORF-V,0,0,0,0,0
YORCDELTA25,LTR,0,0,0,0,0
YHR085W,ORF-V,1,1,1,3,1
Q0115,ORF-V,0,0,0,0,0
YNR029C,ORF-U,0,0,0,0,0
YGL081W,ORF-U,0,0,0,0,0
YLR354C,ORF-V,0,0,0,0,0
YER081W,ORF-V,0,0,0,0,0
YPR052C,ORF-V,0,0,0,0,0
YLRCTY1-1,LTR,0,0,0,0,0
YJL123C,ORF-V,1,0,1,2,1
YFL027C,ORF-V,0,0,0,0,0
YGR182C,ORF-DU,0,0,0,0,0
YMR114C,ORF-V,0,0,0,0,0
YER166W,ORF-V,0,0,0,0,0
YJL043W,ORF-U,0,0,0,0,0
YFR006W,ORF-U,0,0,0,0,0
YOR005C,ORF-V,0,0,0,0,0
YPR156C,ORF-V,0,0,0,0,0
YORWTAU3,LTR,0,0,0,0,0
YIL039W,ORF-V,0,0,0,0,0
YBR142W,ORF-V,1,1,1,3,1
YKL037W,ORF-V,1,0,0,1,1
YDL030W,ORF-V,1,1,1,3,1
YNR025C,ORF-DU,0,0,0,0,0
YORWDELTA16,LTR,0,0,0,0,0
YLR102C,ORF-V,0,0,0,0,0
YKL058W,ORF-V,1,1,1,3,1
YOR359W,ORF-V,0,0,0,0,0
YMR173W,ORF-V,0,0,0,0,0
YJL129C,ORF-V,0,0,0,0,0
YJL148W,ORF-V,0,0,0,0,0
YARWDELTA6,LTR,0,0,0,0,0
YNL123W,ORF-V,0,0,0,0,0
YPR066W,ORF-V,0,0,0,0,0
YPL190C,ORF-V,1,1,1,3,1
YHL026C,ORF-U,0,0,0,0,0
YJL107C,ORF-U,0,0,0,0,0
YKL148C,ORF-V,0,0,0,0,0
YJL216C,ORF-V,0,0,0,0,0
YMR217W,ORF-V,0,0,0,0,0
YPL040C,ORF-V,0,0,0,0,0
YMR065W,ORF-V,0,0,0,0,0
YLL006W,ORF-V,0,0,0,0,0
YNL250W,ORF-V,1,0,0,1,1
YOR124C,ORF-V,0,0,0,0,0
YBLWDELTA1,LTR,0,0,0,0,0
YIL057C,ORF-V,0,0,0,0,0
YOL158C,ORF-V,0,0,0,0,0
YAR035W,ORF-V,0,0,0,0,0
YCR021C,ORF-V,0,0,0,0,0
YNL009W,ORF-V,0,0,0,0,0
YLR466W,ORF-V,0,0,0,0,0
YIL134W,ORF-V,0,0,0,0,0
YPR094W,ORF-V,1,0,1,2,1
YBL022C,ORF-V,0,0,0,0,0
YMR023C,ORF-V,0,0,0,0,0
YNL062C,ORF-V,1,1,1,3,1
YDR427W,ORF-V,1,0,1,2,1
YAL031C,ORF-V,0,0,0,0,0
YIL126W,ORF-V,1,1,1,3,1
YIR043C,BRF,0,0,0,0,0
YJR017C,ORF-V,1,1,1,3,1
YCR001W,ORF-U,0,0,0,0,0
YPL133C,ORF-V,0,0,0,0,0
YKL062W,ORF-V,0,0,0,0,0
YMR193W,ORF-V,0,0,0,0,0
YERCTY1-1,LTR,0,0,0,0,0
YGRWTY1-1,LTR,0,0,0,0,0
YIL003W,ORF-V,1,1,1,3,1
YOL102C,ORF-V,1,1,1,3,1
YPR151C,ORF-V,0,0,0,0,0
YLR375W,ORF-V,1,0,1,2,1
YOR385W,ORF-U,0,0,0,0,0
YIL144W,ORF-V,1,1,0,2,1
YPR016C,ORF-V,1,1,1,3,1
YGR039W,ORF-U,0,0,0,0,0
YDL005C,ORF-V,0,0,0,0,0
YIR027C,ORF-V,0,0,0,0,0
YPL018W,ORF-V,0,0,0,0,0
YLR423C,ORF-V,1,0,0,1,1
SNR50,snoRNA gene,0,0,0,0,0
YCL010C,ORF-V,0,0,0,0,0
YKL187C,ORF-V,0,0,0,0,0
YIL043C,ORF-V,0,0,0,0,0
YLRWTY1-2,LTR,0,0,0,0,0
YMR293C,ORF-V,0,0,0,0,0
YHR193C,ORF-V,0,0,0,0,0
YER042W,ORF-V,0,0,0,0,0
YDR166C,ORF-V,1,0,1,2,1
YGL115W,ORF-V,0,0,0,0,0
YLR215C,ORF-V,1,1,1,3,1
YIL009C-A,ORF-V,0,0,0,0,0
YJR161C,ORF-V,0,0,0,0,0
YOR225W,ORF-DU,0,0,0,0,0
YFL049W,ORF-V,0,0,0,0,0
YDR351W,ORF-V,0,0,0,0,0
SNR65,snoRNA gene,0,0,0,0,0
YERCSIGMA2,LTR,0,0,0,0,0
YGRCTY1-2,LTR,0,0,0,0,0
YKL125W,ORF-V,1,1,1,3,1
YJL190C,ORF-V,0,0,0,0,0
YBR242W,ORF-V,0,0,0,0,0
YJR115W,ORF-U,0,0,0,0,0
YDR539W,ORF-V,0,0,0,0,0
YDL157C,ORF-U,0,0,0,0,0
YDR467C,ORF-DU,0,0,0,0,0
YER009W,ORF-V,1,1,1,3,1
YHR126C,ORF-U,0,0,0,0,0
YER154W,ORF-V,0,0,0,0,0
YOR069W,ORF-V,0,0,0,0,0
YPL021W,ORF-V,0,0,0,0,0
YKL051W,ORF-V,0,0,0,0,0
YDL103C,ORF-V,1,1,1,3,1
YHR152W,ORF-V,0,0,0,0,0
YOL035C,ORF-DU,0,0,0,0,0
YDR133C,ORF-DU,0,0,0,0,0
YKL011C,ORF-V,0,0,0,0,0
YER145C,ORF-V,0,0,0,0,0
YOL115W,ORF-V,0,0,0,0,0
YGL042C,ORF-DU,0,0,0,0,0
YHR113W,ORF-V,0,0,0,0,0
YMR132C,ORF-U,0,0,0,0,0
YJL055W,ORF-V,0,0,0,0,0
YGL211W,ORF-V,0,0,0,0,0
YJL117W,ORF-V,0,0,0,0,0
YJL048C,ORF-V,0,0,0,0,0
YIL171W,pseudogene,0,0,0,0,0
YHR121W,ORF-V,0,0,0,0,0
YMR037C,ORF-V,0,0,0,0,0
YBR196C,ORF-V,1,1,1,3,1
YOR057W,ORF-V,1,1,1,3,1
YBR068C,ORF-V,0,0,0,0,0
YLL067C,ORF-U,0,0,0,0,0
YPL209C,ORF-V,1,1,1,3,1
YJR082C,ORF-V,0,0,0,0,0
SNR73,snoRNA gene,0,0,0,0,0
YMR264W,ORF-V,0,0,0,0,0
YOR132W,ORF-V,0,0,0,0,0
YDL031W,ORF-V,1,1,1,3,1
YMR204C,ORF-V,0,0,0,0,0
YHR184W,ORF-V,0,0,0,0,0
YDR018C,ORF-U,0,0,0,0,0
YPL058C,ORF-V,0,0,0,0,0
YLR196W,ORF-V,1,1,1,3,1
YNL292W,ORF-V,0,0,0,0,0
YPR099C,ORF-V,0,0,0,0,0
YBR138C,ORF-U,0,0,0,0,0
YPL169C,ORF-V,1,1,1,3,1
YDR277C,ORF-V,0,0,0,0,0
YDR035W,ORF-V,0,0,0,0,0
YOL069W,ORF-V,1,1,1,3,1
YIL159W,ORF-V,0,0,0,0,0
YHR093W,ORF-U,0,0,0,0,0
YDR278C,ORF-U,0,0,0,0,0
YMR290W-A,ORF-DU,1,1,0,2,1
YHRCDELTA14,LTR,0,0,0,0,0
YNL024C,ORF-U,0,0,0,0,0
YGR249W,ORF-V,0,0,0,0,0
YKL218C,ORF-V,0,0,0,0,0
YER012W,ORF-V,1,1,1,3,1
YLR238W,ORF-V,0,0,0,0,0
YNR054C,ORF-V,1,1,1,3,1
YOR146W,ORF-DU,1,1,0,2,1
YBR042C,ORF-V,0,0,0,0,0
YGR234W,ORF-V,0,0,0,0,0
YHL030W,ORF-V,0,0,0,0,0
YNL146W,ORF-U,0,0,0,0,0
YJR025C,ORF-V,0,0,0,0,0
YCR064C,ORF-DU,0,0,0,0,0
YKR088C,ORF-V,0,0,0,0,0
LSR1,ORF-V,0,0,0,0,0
YLR016C,ORF-V,0,0,0,0,0
YKR077W,ORF-V,0,0,0,0,0
YDRWDELTA12,LTR,0,0,0,0,0
YDL222C,ORF-V,0,0,0,0,0
YOR245C,ORF-V,0,0,0,0,0
YBL077W,ORF-DU,1,1,0,2,1
YER013W,ORF-V,1,1,1,3,1
YIL162W,ORF-V,0,0,0,0,0
YER038w-a,ORF-U,0,0,0,0,0
YDL112W,ORF-V,0,0,0,0,0
YPL178W,ORF-V,0,0,0,0,0
YLR325C,ORF-V,0,0,0,0,0
RDN5-3,rRNA gene,0,0,0,0,0
YGR149W,ORF-V,0,0,0,0,0
YGL130W,ORF-V,1,1,1,3,1
YGRWDELTA23,LTR,0,0,0,0,0
YNR061C,ORF-V,0,0,0,0,0
YDL248W,ORF-V,0,0,0,0,0
YAR028W,ORF-U,0,0,0,0,0
YBR186W,ORF-V,0,0,0,0,0
YOR116C,ORF-V,1,1,1,3,1
YMRCTY1-3,LTR,0,0,0,0,0
YDL086W,ORF-U,0,0,0,0,0
YKL053W,ORF-DU,0,0,0,0,0
YNL299W,ORF-V,0,0,0,0,0
YNL224C,ORF-V,0,0,0,0,0
YML083C,ORF-V,0,0,0,0,0
YMR042W,ORF-V,0,0,0,0,0
YDRWSIGMA4,LTR,0,0,0,0,0
YGR178C,ORF-V,0,0,0,0,0
YGL152C,ORF-DU,0,0,0,0,0
YKRCDELTA9,LTR,0,0,0,0,0
YDR092W,ORF-V,0,0,0,0,0
YHR094C,ORF-V,0,0,0,0,0
YCRWDELTA12,LTR,0,0,0,0,0
YDR079W,ORF-V,0,0,0,0,0
YER060W,ORF-V,1,0,1,2,1
YHR123W,ORF-V,0,0,0,0,0
YPR130C,ORF-DU,0,0,0,0,0
YCR028C,ORF-V,0,0,0,0,0
YCR097W,ORF-V,0,0,0,0,0
YKL099C,ORF-V,1,1,1,3,1
YLR239C,ORF-V,0,0,0,0,0
YPL092W,ORF-V,0,0,0,0,0
YDR435C,ORF-V,0,0,0,0,0
YDR002W,ORF-V,1,1,1,3,1
YML013W,ORF-V,0,0,0,0,0
YBR036C,ORF-V,0,0,0,0,0
YGR100W,ORF-V,0,0,0,0,0
YOR071C,ORF-V,0,0,0,0,0
YMR147W,ORF-U,0,0,0,0,0
YLR257W,ORF-V,0,0,0,0,0
YGR262C,ORF-V,0,0,0,0,0
YLR411W,ORF-V,0,0,0,0,0
YBR064W,ORF-DU,0,0,0,0,0
YCL009C,ORF-V,0,0,0,0,0
SNR39b,snoRNA gene,0,0,0,0,0
YFL015C,ORF-U,0,0,0,0,0
YKR047W,ORF-DU,0,0,0,0,0
YGL225W,ORF-V,1,1,1,3,1
YER052C,ORF-V,0,0,0,0,0
YBR095C,ORF-V,0,0,0,0,0
YJR151C,ORF-V,0,0,0,0,0
YDR254W,ORF-V,0,0,0,0,0
YJR057W,ORF-V,1,1,1,3,1
YMR271C,ORF-V,0,0,0,0,0
YOR127W,ORF-V,0,0,0,0,0
YGL166W,ORF-V,1,0,1,2,1
YNL309W,ORF-V,0,0,0,0,0
YNL283C,ORF-V,0,0,0,0,0
YCLWDELTA2A,LTR,0,0,0,0,0
YOL062C,ORF-V,0,0,0,0,0
YJR106W,ORF-V,0,0,0,0,0
YAL023C,ORF-V,0,0,0,0,0
YHR192W,ORF-V,0,0,0,0,0
YHR164C,ORF-V,1,1,1,3,1
YKL137W,ORF-V,0,0,0,0,0
YBL080C,ORF-V,0,0,0,0,0
YOL135C,ORF-V,1,1,1,3,1
YLR436C,ORF-V,0,0,0,0,0
YDL155W,ORF-V,1,0,1,2,1
TV(AAC)J,tRNA gene,0,0,0,0,0
YBR263W,ORF-V,0,0,0,0,0
YAR070C,ORF-DU,0,0,0,0,0
YNL163C,ORF-V,1,1,1,3,1
YER114C,ORF-V,0,0,0,0,0
YMR298W,ORF-V,1,1,1,3,1
YFL010C,ORF-V,0,0,0,0,0
YDL208W,ORF-V,1,1,1,3,1
SNR128,snoRNA gene,0,0,0,0,0
YNL093W,ORF-V,0,0,0,0,0
YDR015C,ORF-DU,0,0,0,0,0
YML007W,ORF-V,0,0,0,0,0
YMR078C,ORF-V,1,0,0,1,1
YPL139C,ORF-V,0,0,0,0,0
YMR180C,ORF-V,0,0,0,0,0
YAL058W,ORF-V,0,0,0,0,0
YNL085W,ORF-V,0,0,0,0,0
YLR311C,ORF-DU,1,0,0,1,1
YHR179W,ORF-V,0,0,0,0,0
YLR389C,ORF-V,0,0,0,0,0
YPRWTAU4,LTR,0,0,0,0,0
YLL009C,ORF-V,0,0,0,0,0
YERWDELTA17,LTR,0,0,0,0,0
YOR170W,ORF-DU,0,0,0,0,0
YFL036W,ORF-V,0,0,0,0,0
YDL089W,ORF-V,1,0,0,1,1
YPR195C,ORF-U,0,0,0,0,0
YHL046C,ORF-V,0,0,0,0,0
YPR132W,ORF-V,0,0,0,0,0
YNL171C,ORF-DU,0,0,0,0,0
YHR099W,ORF-V,1,1,0,2,1
YHL025W,ORF-V,0,0,0,0,0
YGR133W,ORF-V,0,0,0,0,0
YML025C,ORF-V,1,0,1,2,1
YKL161C,ORF-V,0,0,0,0,0
YKR062W,ORF-V,1,1,1,3,1
YLR223C,ORF-V,1,1,1,3,1
YGL214W,ORF-DU,0,0,0,0,0
YPR069C,ORF-V,0,0,0,0,0
YDRCDELTA5,LTR,0,0,0,0,0
YNL057W,ORF-DU,0,0,0,0,0
YKR030W,ORF-V,0,0,0,0,0
YGL169W,ORF-V,1,0,1,2,1
YGR273C,ORF-U,0,0,0,0,0
YER135C,ORF-U,0,0,0,0,0
YKR013W,ORF-V,0,0,0,0,0
YIL038C,ORF-V,0,0,0,0,0
YDRCDELTA7,LTR,0,0,0,0,0
YNL315C,ORF-V,0,0,0,0,0
YBL010C,ORF-V,0,0,0,0,0
YNL073W,ORF-V,0,0,0,0,0
YOLWSIGMA2,LTR,0,0,0,0,0
