Node,Label
YKR029C,ORF-V
YML102W,ORF-V
YLR464W,ORF-U
YOR356W,ORF-V
YOR369C,ORF-V
YNL181W,ORF-U
YPR032W,ORF-V
YNL308C,ORF-V
YBR249C,ORF-V
YDR366C,ORF-U
YNL284C,ORF-V
YBR005W,ORF-V
YJLWTAU1,LTR
YER174C,ORF-V
YKR078W,ORF-V
YLR009W,ORF-V
YDR131C,ORF-V
YBR120C,ORF-V
YLR125W,ORF-U
YELCDELTA3,LTR
YDR159W,ORF-V
YGR220C,ORF-V
YGR036C,ORF-V
YLL066C,ORF-U
YDR170C,ORF-V
YPL093W,ORF-V
YKL164C,ORF-V
YKL004W,ORF-V
YHR009C,ORF-V
YKR093W,ORF-V
YDR530C,ORF-V
YGR055W,ORF-V
YGL129C,ORF-V
YDL082W,ORF-V
YJR047C,ORF-V
YJR055W,ORF-V
SNR59,snoRNA gene
YDR050C,ORF-V
YKR006C,ORF-V
YER093C,ORF-V
YDR321W,ORF-V
YCR057C,ORF-V
YPRWDELTA21,LTR
YDR052C,ORF-V
YBR062C,ORF-U
YJR155W,ORF-V
YLR040C,ORF-V
YDRWDELTA26,LTR
YLR243W,ORF-V
YKL075C,ORF-U
YKL119C,ORF-V
YHR027C,ORF-V
YOL111C,ORF-V
YMR167W,ORF-V
YMR256C,ORF-V
YLR126C,ORF-V
YLRCDELTA9,LTR
YFL009W,ORF-V
YBR301W,ORF-V
YOR362C,ORF-V
YHR137W,ORF-V
YMR048W,ORF-V
YBR121C,ORF-V
YKL045W,ORF-V
YKL163W,ORF-V
YOR201C,ORF-V
YBR172C,ORF-V
YIR002C,ORF-V
YGL216W,ORF-V
YBL043W,ORF-V
YCR012W,ORF-V
YJR058C,ORF-V
YFR014C,ORF-V
YHR036W,ORF-V
YLR155C,ORF-V
YJR142W,ORF-V
YPR120C,ORF-V
YJL063C,ORF-V
YGR107W,ORF-DU
YLR315W,ORF-V
YHR049W,ORF-V
YPR004C,ORF-V
YHR081W,ORF-V
YDR436W,ORF-V
YHR071W,ORF-V
YEL029C,ORF-V
YMR183C,ORF-V
YIR041W,ORF-V
YMR269W,ORF-V
YLR348C,ORF-V
YML021C,ORF-V
YJR004C,ORF-V
YBR169C,ORF-V
YPL174C,ORF-V
YOL028C,ORF-V
YGL001C,ORF-V
YKR066C,ORF-V
YDR311W,ORF-V
YOR138C,ORF-V
YPL206C,ORF-V
YLR408C,ORF-V
YHR063C,ORF-V
YGL091C,ORF-V
YGRWTY3-1,LTR
YIL022W,ORF-V
YCL011C,ORF-V
YOR111W,ORF-U
YMR006C,ORF-V
YOR216C,ORF-V
YBL083C,ORF-DU
YBR043C,ORF-V
YPL213W,ORF-V
YPL143W,ORF-V
YHR200W,ORF-V
YLRCTY2-2,LTR
YGR004W,ORF-V
YDL198C,ORF-V
YGR052W,ORF-U
YIL040W,ORF-V
YKL191W,ORF-V
YNL165W,ORF-U
YBR006W,ORF-V
YNL006W,ORF-V
YDR187C,ORF-DU
YCL004W,ORF-V
YLR465C,ORF-DU
YPL264C,ORF-U
YDR307W,ORF-U
YNL228W,ORF-DU
YMR178W,ORF-V
YML113W,ORF-V
YNL054W,ORF-V
YERCDELTA15,LTR
YOL059W,ORF-V
YKL084W,ORF-V
YERCDELTA23,LTR
YDR454C,ORF-V
RDN5-1,rRNA gene
TG(GCC)M,tRNA gene
YML122C,ORF-U
YER182W,ORF-U
YER150W,ORF-V
YDR305C,ORF-V
YPR198W,ORF-V
YDR063W,ORF-V
YPL080C,ORF-U
YER188c-a,ORF-U
YGL181W,ORF-V
YEL045C,ORF-DU
YOR296W,ORF-U
YER106W,ORF-V
YDR495C,ORF-V
YPL180W,ORF-V
YDL200C,ORF-V
YBL053W,ORF-DU
YNR033W,ORF-V
YBL004W,ORF-V
YDR534C,ORF-V
YER120W,ORF-V
YBR289W,ORF-V
YGL226W,ORF-V
YCL025C,ORF-V
YDR337W,ORF-V
YKL003C,ORF-V
YOR177C,ORF-V
YKL206C,ORF-V
TG(GCC)E,tRNA gene
YPL034W,ORF-U
YNR047W,ORF-V
YLR089C,ORF-V
YPL255W,ORF-V
YDL012C,ORF-V
YDR472W,ORF-V
YKR022C,ORF-V
YJR062C,ORF-V
YMR093W,ORF-V
YGL103W,ORF-V
YDR259C,ORF-V
Ty3,retrotransposon
YOL130W,ORF-V
TA(AGC)D,tRNA gene
YAL058C-A,ORF-DU
YPL253C,ORF-V
YKR096W,ORF-V
YML085C,ORF-V
YLR431C,ORF-V
YGL154C,ORF-V
YGR047C,ORF-V
YDR388W,ORF-V
YIL053W,ORF-V
YGL030W,ORF-V
TQ(UUG)D2,tRNA gene
YLR434C,ORF-DU
YOL153C,BRF
YLR061W,ORF-V
YPL162C,ORF-U
YBR234C,ORF-V
YMR005W,ORF-V
YLR304C,ORF-V
YPL054W,ORF-V
YOL018C,ORF-V
YHR109W,ORF-V
YCL039W,ORF-V
YDR451C,ORF-V
YDR114C,ORF-U
YJR020W,ORF-DU
YERCDELTA8,LTR
YHR176W,ORF-V
YGL118C,ORF-U
YJL021C,ORF-M
YPL226W,ORF-V
YPR183W,ORF-V
YOR340C,ORF-V
YPR098C,ORF-V
YNL176C,ORF-V
YJL220W,ORF-DU
YGR054W,ORF-V
YLR007W,ORF-V
SNR79,snoRNA gene
YPR157W,ORF-U
SNR54,snoRNA gene
YDR228C,ORF-V
YNR074C,ORF-V
YNR065C,ORF-U
YMR280C,ORF-V
YDR241W,ORF-DU
YJL153C,ORF-V
YIL164C,ORF-V
YNL156C,ORF-V
YLR142W,ORF-V
YPL102C,ORF-DU
YGL250W,ORF-V
YER121W,ORF-U
YNL101W,ORF-V
YKR014C,ORF-V
YNLCDELTA5,LTR
YCL067C,ORF-V
YCL036W,ORF-V
YMR128W,ORF-V
YMR318C,ORF-V
YFR035C,ORF-U
YDR363W-A,ORF-V
YER151C,ORF-V
YBR105C,ORF-V
YMLWTY1-1,LTR
YFL038C,ORF-V
YBR039W,ORF-V
YMR245W,ORF-DU
YML074C,ORF-V
YJR085C,ORF-V
YER038C,ORF-V
TC(GCA)P1,tRNA gene
YDRWDELTA29,LTR
YER004W,ORF-V
YLR076C,ORF-DU
YJR160C,ORF-V
YDR394W,ORF-V
YMR272C,ORF-V
YJLCDELTA7,LTR
YPL076W,ORF-V
YLL023C,ORF-V
YER026C,ORF-V
YPR176C,ORF-V
YLR129W,ORF-V
YOR032C,ORF-V
YNL142W,ORF-V
YIR025W,ORF-V
YCR090C,ORF-U
YMR072W,ORF-V
YHR100C,ORF-V
YDR426C,ORF-DU
YLR163C,ORF-V
YDL207W,ORF-V
YOR366W,ORF-DU
YCR025C,ORF-U
YBL039C,ORF-V
YPR005C,ORF-V
YNL258C,ORF-V
YGL007W,ORF-U
YPR115W,ORF-V
YDR086C,ORF-V
YOR239W,ORF-V
YOR036W,ORF-V
YJR005W,ORF-V
YMR096W,ORF-V
YPR087W,ORF-DU
YBL034C,ORF-V
YML089C,ORF-DU
YMR011W,ORF-V
YLR398C,ORF-V
YMR196W,ORF-U
YLR093C,ORF-V
YOR230W,ORF-V
YNL026W,ORF-V
YHR021C,ORF-V
YGR095C,ORF-V
YIL005W,ORF-V
YGL090W,ORF-V
YJL144W,ORF-V
YOL162W,ORF-U
YER094C,ORF-V
YDRWDELTA13,LTR
YGLWSIGMA2,LTR
YML015C,ORF-V
YDR147W,ORF-V
YLR422W,ORF-V
YDL101C,ORF-V
YPR062W,ORF-V
YDR001C,ORF-V
YAL016W,ORF-V
YJL062W,ORF-V
YGR152C,ORF-V
YOL139C,ORF-V
YPL096W,ORF-V
YML110C,ORF-V
YHL002W,ORF-V
YHR103W,ORF-V
YFR022W,ORF-V
YDL187C,ORF-DU
YJL115W,ORF-V
YIR044C,pseudogene
YIL042C,ORF-V
YBL007C,ORF-V
YJL094C,ORF-V
YEL015W,ORF-V
YDL162C,ORF-DU
YNLWSIGMA3,LTR
YDR186C,ORF-V
YKL091C,ORF-V
YDR418W,ORF-V
YNL066W,ORF-V
YDL124W,ORF-V
YAL040C,ORF-V
YOL080C,ORF-V
YDL126C,ORF-V
YPR028W,ORF-V
YLR207W,ORF-V
YML103C,ORF-V
YMR149W,ORF-V
YMR302C,ORF-V
YBR018C,ORF-V
YLR393W,ORF-V
YLR214W,ORF-V
YGL133W,ORF-V
YHR194W,ORF-V
YKR002W,ORF-V
YLR197W,ORF-V
YGL246C,ORF-V
YDR008C,ORF-DU
YMR214W,ORF-V
YMR304C-A,ORF-DU
YPLWDELTA9,LTR
YDR116C,ORF-V
YIL112W,ORF-V
YLR072W,ORF-V
YMR140W,ORF-V
YGL158W,ORF-V
YFR031C-A,ORF-V
YIL071w-a,ORF-DU
YJRWDELTA11,LTR
YGR101W,ORF-V
YGR246C,ORF-V
YOLCDELTA3,LTR
YFL012W,ORF-U
YMR225C,ORF-V
YHR135C,ORF-V
YJL176C,ORF-V
YDR414C,ORF-V
YOR123C,ORF-V
YJL165C,ORF-V
YGR289C,ORF-V
YML046W,ORF-V
YOL091W,ORF-V
YGL150C,ORF-V
YJR136C,ORF-V
YHR160C,ORF-V
YDR070C,ORF-V
YGR228W,ORF-DU
YPL181W,ORF-V
YNR032W,ORF-V
YBR124W,ORF-DU
YLR444C,ORF-DU
YOR270C,ORF-V
YOR244W,ORF-V
YLR433C,ORF-V
YIL176C,ORF-U
YNL285W,ORF-DU
YJL035C,ORF-V
YAL004W,ORF-DU
YBR004C,ORF-V
YBR165W,ORF-V
YNL159C,ORF-V
YLR118C,ORF-V
YLR235C,ORF-DU
YML086C,ORF-V
YGL053W,ORF-V
YHRCDELTA8,LTR
YOR133W,ORF-V
YPL123C,ORF-V
YPR116W,ORF-V
YKL039W,ORF-V
YNR028W,ORF-V
YIL109C,ORF-V
YIL017C,ORF-V
YJL177W,ORF-V
YOR114W,ORF-U
YPL238C,ORF-DU
YGR138C,ORF-V
YKL081W,ORF-V
YML026C,ORF-V
YOR013W,ORF-DU
YPL230W,ORF-V
YMR107W,ORF-V
YER144C,ORF-V
YDR376W,ORF-V
YOL149W,ORF-V
YOR148C,ORF-V
YDR192C,ORF-V
YKL116C,ORF-V
YLR010C,ORF-V
Q0130,ORF-V
YOR185C,ORF-V
YGR130C,ORF-V
YGL137W,ORF-V
YJL077C,ORF-V
YOL049W,ORF-V
YFR049W,ORF-V
YHR101C,ORF-V
YEL042W,ORF-V
YER007W,ORF-V
YJR050W,ORF-V
YDR268W,ORF-V
YKR023W,ORF-V
YEL056W,ORF-V
YBR055C,ORF-V
YHR216W,ORF-V
YOR352W,ORF-V
YGR271W,ORF-V
YMR314W,ORF-V
YLR193C,ORF-V
YPL266W,ORF-V
YCR036W,ORF-V
YDR336W,ORF-U
YPR048W,ORF-V
YER027C,ORF-V
YMR066W,ORF-V
YLL024C,ORF-V
YDL212W,ORF-V
YMR317W,ORF-U
YDR026C,ORF-V
YNL152W,ORF-V
YDR323C,ORF-V
YGR126W,ORF-U
YPL203W,ORF-V
YML091C,ORF-V
YCL059C,ORF-V
YNL198C,ORF-DU
YJR086W,ORF-V
YMR303C,ORF-V
YPR188C,ORF-V
TA(AGC)J,tRNA gene
YFR034C,ORF-V
YIR036C,ORF-V
YIL098C,ORF-V
YLR399C,ORF-V
TQ(UUG)E1,tRNA gene
YPR014C,ORF-U
YOR277C,ORF-DU
YJL142C,ORF-U
YJR069C,ORF-V
YAR040c,NA
YJL057C,ORF-V
YLR027C,ORF-V
YDL151C,ORF-DU
YDRWDELTA30,LTR
YLL020C,ORF-DU
YGL063W,ORF-V
SNR32,snoRNA gene
YLR267W,ORF-U
YCL068C,ORF-U
YER056C,ORF-V
YGR196C,ORF-V
YMR244C-A,ORF-V
YBL062W,ORF-DU
YFL039C,ORF-V
YDRCSIGMA3,LTR
YKR076W,ORF-V
YMR018W,ORF-V
YCL047C,ORF-V
YLR221C,ORF-V
YLR285W,ORF-V
YNL226W,ORF-DU
YLL049W,ORF-V
YELWDELTA2,LTR
YHR079C,ORF-V
YPL038W,ORF-V
YJRWDELTA13,LTR
YJL109C,ORF-V
YGR163W,ORF-V
YEL014C,ORF-U
YOR008C-A,ORF-U
YIR039C,ORF-V
YER017C,ORF-V
YBL021C,ORF-V
YBR117C,ORF-V
YNL104C,ORF-V
YJR021C,ORF-V
YJL086C,ORF-DU
YLR194C,ORF-V
YJR153W,ORF-V
YIL089W,ORF-V
YDL077C,ORF-V
YNL087W,ORF-V
YKL056C,ORF-V
YKL193C,ORF-V
YOR229W,ORF-V
YBR011C,ORF-V
YIL132C,ORF-V
YCR085W,ORF-U
YPL149W,ORF-V
YNL269W,ORF-V
YDR142C,ORF-V
YLR414C,ORF-V
YKR086W,ORF-V
YOL138C,ORF-V
YLR301W,ORF-V
YGR258C,ORF-V
YGR113W,ORF-V
YBR031W,ORF-V
YDR148C,ORF-V
YJLWDELTA19,LTR
YLR003C,ORF-V
YJL126W,ORF-V
YGR181W,ORF-V
YFL002C,ORF-V
YJR103W,ORF-V
YDL014W,ORF-V
YOR157C,ORF-V
YFL024C,ORF-V
YDL239C,ORF-V
YKL120W,ORF-V
YJR043C,ORF-V
YDR296W,ORF-V
YOL060C,ORF-V
YER014W,ORF-V
YDR174W,ORF-V
YML022W,ORF-V
YML104C,ORF-V
YKL093W,ORF-V
YBR092C,ORF-V
YBL076C,ORF-V
YKR049C,ORF-V
YDR184C,ORF-V
YKL151C,ORF-V
YOL077C,ORF-V
YHL002c-a,ORF-DU
YAL051W,ORF-V
YFR036w-a,ORF-DU
YMR281W,ORF-V
YMR208W,ORF-V
YER153C,ORF-V
YBR085c-a,ORF-V
YKL188C,ORF-V
YDR206W,ORF-V
YLR342W,ORF-V
YGR083C,ORF-V
YPL233W,ORF-V
YAL010C,ORF-V
YOR083W,ORF-V
YML032C,ORF-V
YPR041W,ORF-V
YPL130W,ORF-V
YJL038C,ORF-V
YAL013W,ORF-V
YER049W,ORF-V
YLR335W,ORF-V
YPL025C,ORF-DU
YDR218C,ORF-V
YDL235C,ORF-V
YPL094C,ORF-V
YJL067W,ORF-DU
YDRCTY2-1,LTR
YMRWTAU2,LTR
YFL021W,ORF-V
YGL119W,ORF-V
YPL165C,ORF-V
YMR229C,ORF-V
YMR036C,ORF-V
YPR127W,ORF-V
YGR255C,ORF-V
YFR032C-A,ORF-V
YJL202C,ORF-DU
YPR180W,ORF-V
TR(ACG)D,tRNA gene
YPL222W,ORF-U
YGL197W,ORF-V
YBR269C,ORF-V
YLR177W,ORF-U
YHR125W,ORF-U
YDR399W,ORF-V
YCR026C,ORF-V
YNL266W,ORF-DU
YOR155C,ORF-V
YDR200C,ORF-V
YLR445W,ORF-V
YCR072C,ORF-V
YER063W,ORF-V
YGR180C,ORF-V
YDR043C,ORF-V
YAL034C,ORF-V
YHR012W,ORF-V
YDR422C,ORF-V
YGL054C,ORF-V
YOL025W,ORF-V
SNR43,snoRNA gene
YGL184C,ORF-V
YMR049C,ORF-V
YGR035C,ORF-U
YPR091C,ORF-V
YHR045W,ORF-U
YMR024W,ORF-V
YMR161W,ORF-V
YMR075C-A,ORF-V
YGR051C,ORF-DU
YEL048C,ORF-V
YHRCDELTA5,LTR
YGL228W,ORF-V
YDL040C,ORF-V
YML125C,ORF-V
YNR031C,ORF-V
YBR221C,ORF-V
YJR093C,ORF-V
YKR045C,ORF-U
YOL108C,ORF-V
YPL256C,ORF-V
YORWSIGMA3,LTR
YGR192C,ORF-V
YOR381W,ORF-V
YNL151C,ORF-V
YGL232W,ORF-V
YDR502C,ORF-V
YGLWTAU1,LTR
YDR077W,ORF-V
YGR204W,ORF-V
YCL057W,ORF-V
YKL096W,ORF-V
YMR316C-B,ORF-DU
YKL110C,ORF-V
YOR357C,ORF-V
YMR315W,ORF-V
YNL127W,ORF-V
YLR107W,ORF-V
YML100W,ORF-V
YIL142W,ORF-V
YBR184W,ORF-U
YOL002C,ORF-V
TY1B,NA
YOR060C,ORF-V
YML081W,ORF-V
YGR127W,ORF-U
YLL038C,ORF-V
YEL068C,ORF-U
YDL183C,ORF-V
YORWSIGMA4,LTR
YGR191W,ORF-V
YOR269W,ORF-V
YML078W,ORF-V
YGL077C,ORF-V
YOL053C-A,ORF-V
RDN25-1,rRNA gene
YLR400W,ORF-DU
YJL191W,ORF-V
YER093C-A,ORF-V
YBR218C,ORF-V
YML064C,ORF-V
YBL024W,ORF-V
YLR047C,ORF-V
YJR070C,ORF-V
YJL128C,ORF-V
YERCDELTA19,LTR
YOR253W,ORF-V
YLR133W,ORF-V
TQ(UUG)E2,tRNA gene
YPL198W,ORF-V
YBR238C,ORF-V
YOR003W,ORF-V
YBR074W,ORF-V
YML070W,ORF-V
YKL068W,ORF-V
YJR154W,ORF-U
YLR438W,ORF-V
YBR032W,ORF-U
YDR115W,ORF-V
YNR076W,ORF-V
YDR055W,ORF-V
YLR404W,ORF-V
YER156C,ORF-V
YDL195W,ORF-V
YDR279W,ORF-V
YLRWDELTA13,LTR
TA(UGC)L,tRNA gene
YKL016C,ORF-V
YGR056W,ORF-V
YMRCDELTA14,LTR
YHR210C,ORF-U
YJR054W,ORF-V
YOL114C,ORF-V
YDR272W,ORF-V
TA(AGC)P,tRNA gene
YDL121C,ORF-V
YDRWDELTA7,LTR
YHR087W,ORF-V
YOL073C,ORF-V
YDR352W,ORF-V
YOR178C,ORF-V
YFL050C,ORF-V
YNL074C,ORF-V
YER067c-a,ORF-DU
YAL020C,ORF-V
YLL063C,ORF-V
YGL061C,ORF-V
YML047C,ORF-V
YDRCDELTA3,LTR
YLR024C,ORF-V
YDR312W,ORF-V
YDR132C,ORF-V
YPRWDELTA20,LTR
YELWDELTA1,LTR
YNL088W,ORF-V
YOR215C,ORF-V
YFR037C,ORF-V
YKL006C-A,ORF-V
YPL153C,ORF-V
YML037C,ORF-U
YDL064W,ORF-V
YOR052C,ORF-V
SNR57,snoRNA gene
YNL096C,ORF-V
YGL067W,ORF-V
YDL002C,ORF-V
YDR112W,ORF-DU
YMR219W,ORF-V
YDL169C,ORF-V
YDR362C,ORF-V
YMR244W,ORF-U
YGL220W,ORF-V
YBL061C,ORF-V
YBR093C,ORF-V
YBR041W,ORF-V
YGLWDELTA8,LTR
YDR419W,ORF-V
YOL032W,ORF-V
YNL099C,ORF-V
YJLWDELTA2,LTR
YEL017W,ORF-V
YER123W,ORF-V
YKL225W,ORF-DU
YIL153W,ORF-V
YJR130C,ORF-V
YARCDELTA5,LTR
YPR153W,ORF-V
YCR008W,ORF-V
YOR044W,ORF-V
YML041C,ORF-V
YDL006W,ORF-V
YPL049C,ORF-V
TP(AGG)N,tRNA gene
YLR167W,ORF-V
YHRCDELTA12,LTR
YOR377W,ORF-V
YMR076C,ORF-V
YMR288W,ORF-V
YDL177C,ORF-U
ORF5,ORF-DU
YDR324C,ORF-V
YGR295C,ORF-V
YCL056C,ORF-V
YEL013W,ORF-V
YHR187W,ORF-V
YCL041C,ORF-DU
YBR222C,ORF-V
YKL159C,ORF-V
YLR099C,ORF-V
YKL189W,ORF-V
YIL011W,ORF-V
YLL052C,ORF-V
YPL121C,ORF-V
YLL048C,ORF-V
YGR227W,ORF-V
YLR287C,ORF-U
YNL117W,ORF-V
YPL168W,ORF-U
YPL108W,ORF-U
YMR310C,ORF-U
YHL015W,ORF-V
YNR044W,ORF-V
YPL011C,ORF-V
YKL055C,ORF-V
YOL015W,ORF-V
YILCDELTA5,LTR
YER048W-A,ORF-V
YMRWDELTA20,LTR
YLR461W,ORF-V
YLR117C,ORF-V
YLR331C,ORF-U
YER090W,ORF-V
YPL122C,ORF-V
YDR400W,ORF-V
YDR193W,ORF-DU
TG(GCC)J2,tRNA gene
YLR011W,ORF-V
YGL138C,ORF-U
YDR456W,ORF-V
YLR448W,ORF-V
YOR276W,ORF-V
YPR113W,ORF-V
YMR104C,ORF-V
YLR032W,ORF-V
YPL037C,ORF-V
YCRCDELTA14,LTR
YNL225C,ORF-V
YIL105C,ORF-V
TR(UCU)J2,tRNA gene
YJL009W,ORF-DU
YNL323W,ORF-V
YCR101C,ORF-U
YBR075W,ORF-M
YBR231C,ORF-V
YLR137W,ORF-V
YBL032W,ORF-V
YGL027C,ORF-V
YGR187C,ORF-V
YDR073W,ORF-V
YMLCDELTA1,LTR
YBR146W,ORF-V
YNL133C,ORF-V
YBR253W,ORF-V
YPL075W,ORF-V
YMR207C,ORF-V
YMR240C,ORF-V
YGR102C,ORF-V
YER055C,ORF-V
YDR201W,ORF-V
YPL202C,ORF-V
YJL056C,ORF-V
YNL253W,ORF-V
YLR059C,ORF-V
YDR379W,ORF-V
YML017W,ORF-V
YNR077C,ORF-U
YMR139W,ORF-V
YPR054W,ORF-V
YOR202W,ORF-V
YAR033W,ORF-V
YGL015C,ORF-V
YDL074C,ORF-V
YGL065C,ORF-V
YDR284C,ORF-V
YER133W,ORF-V
YNL059C,ORF-V
SNR9,snoRNA gene
YNL070W,ORF-V
YBR058c-a,ORF-V
YNL238W,ORF-V
YHR050W,ORF-V
YPR003C,ORF-U
YIL068w-a,ORF-DU
YDR125C,ORF-V
YGR240C,ORF-V
YDL223C,ORF-V
YPL061W,ORF-V
YPR145W,ORF-V
YAR073W,ORF-DU
YMR213W,ORF-V
YBR273C,ORF-V
YDR330W,ORF-V
YKR011C,ORF-V
YPL237W,ORF-V
YLR122C,ORF-U
YDR524w-a,ORF-U
YPL119C,ORF-V
YFLWTAU1,LTR
YMR258C,ORF-V
YOR184W,ORF-V
YJL156C,ORF-V
YCR060W,ORF-V
YNL089C,ORF-DU
YMR101C,ORF-V
YDL001W,ORF-V
YNL160W,ORF-V
YJL079C,ORF-V
YFL041W,ORF-V
YHR111W,ORF-V
YFL040W,ORF-U
YGL092W,ORF-V
YMR010W,ORF-V
YLR012C,ORF-U
YFR007W,ORF-V
YCR004C,ORF-V
YOR128C,ORF-V
YOLCDELTA2,LTR
YBR187W,ORF-V
YLR309C,ORF-V
YHR061C,ORF-V
YKL040C,ORF-V
YKL001C,ORF-V
YKL077W,ORF-V
YJR003C,ORF-U
YDR333C,ORF-V
YML088W,ORF-V
YLR218C,ORF-V
YOL044W,ORF-V
YJL087C,ORF-V
YCR093W,ORF-V
YNL154C,ORF-V
YJR053W,ORF-V
YLR204W,ORF-V
YNL312W,ORF-V
YJL215C,ORF-DU
YPR084W,ORF-U
YDR117C,ORF-V
YDR470C,ORF-V
YGR195W,ORF-V
YDL204W,ORF-V
YOR354C,ORF-V
YFRCDELTA8,LTR
SNR47,snoRNA gene
YDR137W,ORF-V
YGR275W,ORF-V
YNR001C,ORF-V
YOL092W,ORF-V
YDR246W,ORF-V
YNR067C,ORF-V
YGL004C,ORF-V
YDR261C,ORF-V
YGL151W,ORF-V
YMR307W,ORF-V
YJL206C,ORF-U
YGR118W,ORF-V
YOR141C,ORF-V
TS(AGA)M,tRNA gene
YDR089W,ORF-V
YOL079W,ORF-DU
YORWDELTA14,LTR
YBLWDELTA5,LTR
YMR135W-A,ORF-DU
YJR077C,ORF-V
CEN1,centromere
YCR097W-A,ORF-DU
YIL067C,ORF-U
YER157W,ORF-V
YER072W,ORF-V
YDR322C-A,ORF-V
YNR070W,ORF-V
YMR274C,ORF-V
YKL015W,ORF-V
YGRCDELTA30,LTR
YHR208W,ORF-V
YML035C,ORF-V
YLR343W,ORF-V
YPR142C,ORF-DU
YML117W-A,ORF-DU
YLR233C,ORF-V
YHL018W,ORF-U
YJRWDELTA14,LTR
YDL194W,ORF-V
YDL182W,ORF-V
YPL145C,ORF-V
ARS605,ARS
YGR025W,ORF-U
YGR014W,ORF-V
YAL064W,ORF-V
YIL014W,ORF-V
RTM1,ORF
YDL125C,ORF-V
YKR037C,ORF-V
YJL036W,ORF-V
YDL033C,ORF-V
YEL073C,ORF-U
YLR356W,ORF-V
YKL097W-A,ORF-V
YPL033C,ORF-V
YGR274C,ORF-V
YBR291C,ORF-V
YGL052W,ORF-DU
YOR043W,ORF-V
YOR214C,ORF-V
YDR364C,ORF-V
YJL095W,ORF-V
YDR093W,ORF-V
YLR170C,ORF-V
YDR303C,ORF-V
YNL067W,ORF-V
YLR290C,ORF-V
YPL212C,ORF-V
YFR047C,ORF-V
YKL066W,ORF-DU
YFL021c-a,ORF-DU
YJR112W,ORF-V
YHR148W,ORF-V
YPL215W,ORF-V
YBR192W,ORF-V
YHR067W,ORF-V
YPL261C,ORF-U
YOR085W,ORF-V
YLR101C,ORF-DU
YOR266W,ORF-V
YHR124W,ORF-V
YGR008C,ORF-V
YKR046C,ORF-V
YOL140W,ORF-V
YHR020W,ORF-V
YNL326C,ORF-V
YDL159W,ORF-V
YAL019W,ORF-V
YPR095C,ORF-V
YNL223W,ORF-V
YEL054C,ORF-V
YMR153C-A,ORF-DU
YPR073C,ORF-V
YER119C,ORF-V
YEL040W,ORF-V
YKR067W,ORF-V
YGR183C,ORF-V
YGR251W,ORF-V
YOR147W,ORF-V
YIL119C,ORF-V
YJR127C,ORF-V
YDR273W,ORF-V
YOL024W,ORF-U
YLR359W,ORF-V
YOR086C,ORF-V
YBR129C,ORF-V
YOR053W,ORF-DU
YBL106C,ORF-V
YORWDELTA19,LTR
YBR058C,ORF-V
YBR045C,ORF-V
YIR020c-a,NA
YGR179C,ORF-V
YJR137C,ORF-V
YLR184W,ORF-DU
YDR510W,ORF-V
YGR110W,ORF-V
YLR284C,ORF-V
YIL026C,ORF-V
YPL007C,ORF-V
YOR343C,ORF-U
YDL213C,ORF-V
YKLCDELTA5,LTR
YPR043W,ORF-V
YJLCDELTA4,LTR
YLR317W,ORF-DU
YJL127C,ORF-V
YPR034W,ORF-V
YOL076W,ORF-V
YDR473C,ORF-V
YJR087W,ORF-DU
YJR100C,ORF-V
YPL131W,ORF-V
YGR206W,ORF-V
YKL179C,ORF-V
YCL032W,ORF-V
YMR125W,ORF-V
YDR106W,ORF-V
YJL157C,ORF-V
YDR143C,ORF-V
YGL038C,ORF-V
YHR022C,ORF-U
YDL083C,ORF-V
YMR277W,ORF-V
YAR018C,ORF-V
YOL107W,ORF-U
YHL046w-a,ORF-DU
YHR127W,ORF-V
YCR105W,ORF-V
YOR298W,ORF-V
YBR123C,ORF-V
YIR017C,ORF-V
YPL272C,ORF-U
YHR131w-a,ORF-DU
YOR199W,ORF-DU
YGR231C,ORF-V
YKL222C,ORF-V
YCRCtau1,LTR
YPR090W,ORF-M
YFR039C,ORF-V
YNL231C,ORF-V
YGL185C,ORF-U
YGL219C,ORF-V
YNL114C,ORF-DU
YLR259C,ORF-V
YNL203C,ORF-DU
YDL058W,ORF-V
YEL059W,ORF-U
YGR140W,ORF-V
YDR047W,ORF-V
YJR117W,ORF-V
YHR134W,ORF-V
YCR023C,ORF-V
YKL144C,ORF-V
YIL051C,ORF-V
YGR223C,ORF-V
YNR005C,ORF-DU
YBL098W,ORF-V
YER034W,ORF-V
YJL181W,ORF-U
YAR061W,pseudogene
YGR050C,ORF-U
YDR334W,ORF-V
YGR033C,ORF-V
YDL049C,ORF-V
YKL166C,ORF-V
YPRWDELTA16,LTR
YGR114C,ORF-DU
YOR248W,ORF-DU
YKR052C,ORF-V
YKL069W,ORF-V
YDL071C,ORF-DU
YMR294W-A,ORF-DU
YEL062W,ORF-V
YLL036C,ORF-V
YDL210W,ORF-V
YLR415C,ORF-U
YLR220W,ORF-V
YDL135C,ORF-V
YGL253W,ORF-V
YDR081C,ORF-V
YHR165C,ORF-V
YBLWTY1-1,LTR
YKR061W,ORF-V
YDR198C,ORF-V
YMRWDELTA21,LTR
YHR039C,ORF-V
YDL016C,ORF-DU
YAL034W-A,ORF-V
YLR432W,ORF-V
YIL035C,ORF-V
YFR032C,ORF-U
YBR247C,ORF-V
YOR058C,ORF-V
YGL120C,ORF-V
YNL200C,ORF-V
YPR140W,ORF-V
YML132W,ORF-V
