Node,Label
YKR057W,ORF-V
YMR284W,ORF-V
YOL046C,ORF-DU
YLR225C,ORF-U
YJL159W,ORF-V
YBL054W,ORF-V
YOR338W,ORF-U
YBLWTAU1,LTR
YML119W,ORF-U
YGL190C,ORF-V
YER074W,ORF-V
KANMX4,NA
YHR139C,ORF-V
YKR016W,ORF-V
YPR026W,ORF-V
YNLCTY2-1,LTR
YHL039W,ORF-V
YDR172W,ORF-V
YPR023C,ORF-V
YAL036C,ORF-V
YNL086W,ORF-V
YDR127W,ORF-V
YCR047C,ORF-V
YDR088C,ORF-V
YFL013W-A,ORF-DU
YER169W,ORF-V
YER139C,ORF-V
YDL139C,ORF-V
YNL041C,ORF-V
YMRCDELTA8,LTR
YDR267C,ORF-V
YMR233W,ORF-V
YIL090W,ORF-V
YCL061C,ORF-V
YLR190W,ORF-V
YLR254C,ORF-V
YCR073C,ORF-V
YLR095C,ORF-V
YMR098C,ORF-V
YIL151C,ORF-V
YIL135C,ORF-V
YDR069C,ORF-V
YNL214W,ORF-V
YERCSIGMA3,LTR
YJL098W,ORF-V
YLR289W,ORF-V
YILWTY3-1,LTR
YNR018W,ORF-V
SNR77,snoRNA gene
YDR027C,ORF-V
YGR013W,ORF-V
YGR026W,ORF-U
YOR030W,ORF-V
TQ(CUG)M,tRNA gene
YDR207C,ORF-V
YER028C,ORF-V
YML077W,ORF-V
YOR019W,ORF-V
YDR099W,ORF-V
YGL237C,ORF-V
YPL221W,ORF-V
YJR076C,ORF-V
YHR161C,ORF-V
YDL163W,ORF-DU
YLR041W,ORF-DU
YBR083W,ORF-V
YDR215C,ORF-U
YDR188W,ORF-V
YJRWTAU3,LTR
YLR410W,ORF-V
YHR174W,ORF-V
YJR042W,ORF-V
YPR074C,ORF-V
YDL113C,ORF-V
YGR186W,ORF-V
YER035W,ORF-V
YDR234W,ORF-V
YLR017W,ORF-V
YGL192W,ORF-V
YPL062W,ORF-U
YGLWDELTA2,LTR
YJL080C,ORF-V
YIL047C,ORF-V
YLR323C,ORF-V
YPL182C,ORF-DU
YEL002C,ORF-V
YKR003W,ORF-V
YLR198C,ORF-DU
YLR246W,ORF-V
YDR288W,ORF-V
YER173W,ORF-V
YLL014W,ORF-V
YKRCDELTA8,LTR
YGL155W,ORF-V
YHR080C,ORF-V
YDL098C,ORF-V
YPR105C,ORF-V
YBLWDELTA4,LTR
YPR063C,ORF-U
YDR542W,ORF-V
YHR202W,ORF-U
YOR329C,ORF-V
YOR392W,ORF-DU
YLR008C,ORF-V
YJR074W,ORF-V
YDR335W,ORF-V
YPL111W,ORF-V
YGR217W,ORF-V
YHR078W,ORF-U
YLR206W,ORF-V
YGR280C,ORF-V
YOR166C,ORF-V
YIL080W,pseudogene
YBLWTY2-1,LTR
YAL059W,ORF-V
YOR033C,ORF-V
YOR119C,ORF-V
YMR141C,ORF-U
YER111C,ORF-V
YCR011C,ORF-V
YDR410C,ORF-V
YGL086W,ORF-V
YLR268W,ORF-V
YHR091C,ORF-V
YDR380W,ORF-V
YFL011W,ORF-V
YPL234C,ORF-V
YGR162W,ORF-V
YGL008C,ORF-V
YFR021W,ORF-V
YOR122C,ORF-V
YBL047C,ORF-V
YBR007C,ORF-V
YFR033C,ORF-V
YKR063C,ORF-V
YOR115C,ORF-V
YOR211C,ORF-V
YGL018C,ORF-V
YDR393W,ORF-V
YDR219C,ORF-V
YML116W,ORF-V
YHR039C-B,ORF-V
YCL028W,ORF-V
YBL041W,ORF-V
YBR288C,ORF-V
YKL080W,ORF-V
YGL121C,ORF-V
YOR023C,ORF-V
YHR177W,ORF-V
YJR044C,ORF-V
YPL239W,ORF-V
YHR207C,ORF-V
YDL201W,ORF-V
YPR177C,ORF-DU
YPR162C,ORF-V
YGR243W,ORF-V
YOL083W,ORF-V
YHR038W,ORF-V
YGL149W,ORF-U
YOR376W,ORF-U
YPR058W,ORF-V
YOR273C,ORF-V
YCL001W-A,ORF-U
YNL169C,ORF-V
YCR015C,ORF-V
YKL021C,ORF-V
YLR173W,ORF-V
YEL047C,ORF-V
YDR361C,ORF-V
YPL095C,ORF-V
YGR029W,ORF-V
YPLWDELTA5,LTR
YOL164W,ORF-V
YMLWTY1-2,LTR
YDR506C,ORF-V
YKL092C,ORF-V
YLR350W,ORF-V
YPR072W,ORF-V
YDR526C,ORF-DU
YNL119W,ORF-V
YNR017W,ORF-V
YIL063C,ORF-V
YGL020C,ORF-V
YJR088C,ORF-V
YDR046C,ORF-V
YMR013C,ORF-V
YFR040W,ORF-V
YMR094W,ORF-V
YPL193W,ORF-V
YDL221W,ORF-DU
YPL141C,ORF-V
YGR278W,ORF-V
YBL029W,ORF-U
YDR513W,ORF-V
YKR048C,ORF-V
YGR074W,ORF-V
YJL194W,ORF-V
YHR133C,ORF-V
YLR132C,ORF-V
YBL079W,ORF-V
YHR105W,ORF-V
YGR117C,ORF-U
YPL091W,ORF-V
YIL056W,ORF-V
YBR282W,ORF-V
YMR251W-A,ORF-V
YNL166C,ORF-V
YER170W,ORF-V
YEL065W,ORF-V
YDL088C,ORF-V
TM(CAU)J1,tRNA gene
YGR207C,ORF-V
YDR009W,ORF-V
YLR049C,ORF-U
YDR080W,ORF-V
YLR149C,ORF-V
YGR053C,ORF-U
YAR047C,ORF-DU
YGL035C,ORF-V
YNL183C,ORF-V
YDR140W,ORF-V
YBR008C,ORF-V
YLR258W,ORF-V
YPL167C,ORF-V
YER065C,ORF-V
YNL036W,ORF-V
YHR166C,ORF-V
YDL214C,ORF-V
YPL031C,ORF-V
TR(UCU)E,tRNA gene
YOR337W,ORF-V
YGL146C,ORF-V
YGR015C,ORF-U
YNL033W,ORF-U
YKR019C,ORF-V
YJR099W,ORF-V
YGR099W,ORF-V
YLR092W,ORF-V
YJLCDELTA3,LTR
YLR006C,ORF-V
YOR191W,ORF-V
YBR106W,ORF-V
YDL044C,ORF-V
YAL037W,ORF-U
YMR195W,ORF-V
YNL046W,ORF-U
YNL302C,ORF-V
YORWTAU2,LTR
YPL067C,ORF-U
YJL173C,ORF-V
YKL224C,ORF-V
YER021W,ORF-V
YKL126W,ORF-V
YDR210W,ORF-U
YBR046C,ORF-V
YOR358W,ORF-V
YGR076C,ORF-V
YILCDELTA3,LTR
YLR260W,ORF-V
YDR498C,ORF-V
YDR269C,ORF-DU
YNR034W,ORF-V
YGR213C,ORF-V
YPL224C,ORF-V
YLR179C,ORF-V
YGL032C,ORF-V
YPR008W,ORF-V
YFR048W,ORF-V
YOR344C,ORF-V
YCL045C,ORF-V
YBR224W,ORF-DU
YER172C,ORF-V
YKR036C,ORF-V
YJL208C,ORF-V
YLR174W,ORF-V
YDR499W,ORF-V
YKL027W,ORF-V
YDL054C,ORF-V
YHR173C,ORF-U
YOR002W,ORF-V
YFR017C,ORF-V
YMR262W,ORF-U
YOL106W,ORF-DU
YPL250C,ORF-V
YIL085C,ORF-V
YLR374C,ORF-DU
YLR460C,ORF-U
YPR141C,ORF-V
YFL019C,ORF-U
YOR254C,ORF-V
YOL137W,ORF-V
YLR320W,ORF-V
YNL098C,ORF-V
YOR194C,ORF-V
YKR004C,ORF-V
YER118C,ORF-V
YBR284W,ORF-U
YFL053W,ORF-V
YDL037C,ORF-V
YKL057C,ORF-V
YJL195C,ORF-DU
YAL053W,ORF-V
YGR057C,ORF-V
YOR371C,ORF-V
YKR106W,ORF-V
YGR080W,ORF-V
YHR016C,ORF-V
YGL186C,ORF-V
YNL076W,ORF-V
YIL086C,ORF-U
YDR386W,ORF-V
STRP,NA
YOR065W,ORF-V
YPL269W,ORF-V
YNL311C,ORF-V
YMR273C,ORF-V
YJL049W,ORF-U
YNL129W,ORF-V
YDR521W,ORF-DU
YPL216W,ORF-U
YOR031W,BRF
YBR057C,ORF-V
YNL327W,ORF-V
YDR087C,ORF-V
YOL141W,ORF-V
YOR151C,ORF-V
YLR276C,ORF-V
YMR205C,ORF-V
YMR092C,ORF-V
YCR089W,ORF-V
YEL074W,ORF-DU
YPL027W,ORF-V
YNL265C,ORF-V
YKR032W,ORF-U
YGL006w-a,ORF-U
YJL065C,ORF-V
YGR105W,ORF-V
TN(GUU)C,tRNA gene
YJL078C,ORF-V
YPL240C,ORF-V
YPR175W,ORF-V
YBR171W,ORF-V
YORCDELTA15,LTR
YPLWDELTA6,LTR
YNL185C,ORF-V
YHR042W,ORF-V
YIL004C,ORF-V
YDR061W,ORF-U
YPR061C,ORF-V
YPR187W,ORF-V
YGL222C,ORF-V
YGL003C,ORF-V
YGR184C,ORF-V
YLR377C,ORF-V
YNR051C,ORF-V
YPL006W,ORF-V
YKR099W,ORF-V
YKL167C,ORF-V
YPL265W,ORF-V
YGR031W,ORF-V
YBL055C,ORF-V
YAL060W,ORF-V
YBL067C,ORF-V
YLR245C,ORF-V
YIR020W-B,ORF-DU
YERCDELTA10,LTR
YDR258C,ORF-V
YOL126C,ORF-V
YJR022W,ORF-V
YPR137W,ORF-V
YMR270C,ORF-V
YPL249C,ORF-V
YBL069W,ORF-V
YIL129C,ORF-V
YJL071W,ORF-V
YDR185C,ORF-V
YDR235W,ORF-V
YML052W,ORF-V
YOR307C,ORF-V
YIR005W,ORF-V
YMR226C,ORF-V
YOR188W,ORF-V
TG(GCC)D2,tRNA gene
YFR043C,ORF-V
YBR295W,ORF-V
YJL112W,ORF-V
YJR059W,ORF-V
YGR173W,ORF-V
YOR210W,ORF-V
YJL068C,ORF-V
YHR048W,ORF-U
YLR153C,ORF-V
YEL059C-A,ORF-V
YLR124W,ORF-DU
YGL066W,ORF-V
YEL030W,ORF-V
YML076C,ORF-V
YDR532C,ORF-V
YNL071W,ORF-V
YER168C,ORF-V
YOR097C,ORF-U
YER073W,ORF-V
YERCSIGMA1,LTR
YBRWTY1-2,LTR
YJL099W,ORF-V
YDR398W,ORF-V
YDR149C,ORF-DU
YOR342C,ORF-V
YDR189W,ORF-V
YPL036W,ORF-V
YDR169C,ORF-V
YLL010C,ORF-V
YNL286W,ORF-V
YJL083W,ORF-V
YLL051C,ORF-V
YNL056W,ORF-V
YOL129W,ORF-V
YIL021W,ORF-V
YIL021W,ORF-V
YKL108W,ORF-V
YOL045W,ORF-V
YGL087C,ORF-V
YMR087W,ORF-V
YMR070W,ORF-V
YOL109W,ORF-V
YML020W,ORF-U
YDR156W,ORF-V
YMR146C,ORF-V
YGL125W,ORF-V
YBR063C,ORF-U
YDR244W,ORF-V
YOR100C,ORF-V
YCRWDELTA11,LTR
YKL178C,ORF-V
YMR232W,ORF-V
YIL055C,ORF-U
YCL038C,ORF-V
YLR322W,ORF-DU
YGL005C,ORF-V
YJLWDELTA10,LTR
YGL100W,ORF-V
YDR173C,ORF-V
YDL148C,ORF-V
YKR012C,ORF-DU
YMRCTAU1,LTR
YHR107C,ORF-V
YEL012W,ORF-V
YLR252W,ORF-DU
YJR008W,ORF-V
YJR073C,ORF-V
YJL030W,ORF-V
YDR090C,ORF-V
YJR041C,ORF-V
YLR230W,ORF-DU
YOL063C,ORF-V
YOR228C,ORF-V
YIL060W,ORF-V
YLR316C,ORF-V
YDR281C,ORF-V
YPL068C,ORF-U
YIL102C,ORF-U
YLR044C,ORF-V
YMR122C,ORF-U
YER024W,ORF-V
YDL165W,ORF-V
YMRCDELTA18,LTR
YBR227C,ORF-V
YCL055W,ORF-V
YBR061C,ORF-V
YLR405W,ORF-V
YLR383W,ORF-V
YNL084C,ORF-V
YNL095C,ORF-U
YNL115C,ORF-U
YDL007W,ORF-V
YBL074C,ORF-V
YKL010C,ORF-V
YOR180C,ORF-V
SNR3,snoRNA gene
YCR059C,ORF-V
YNLWTAU1,LTR
SNR41,snoRNA gene
YDL232W,ORF-V
YJR135w-a,ORF-V
YBR223C,ORF-V
YHR013C,ORF-V
YPR112C,ORF-V
YLR202C,ORF-DU
YLR244C,ORF-V
YFR045W,ORF-U
YDR068W,ORF-V
YLR104W,ORF-U
YNL082W,ORF-V
YPR049C,ORF-V
YPR110C,ORF-V
YGR219W,ORF-DU
YIL114C,ORF-V
YDL122W,ORF-V
YMR246W,ORF-V
YBR134W,ORF-DU
YCR045C,ORF-V
YMR202W,ORF-V
YNR048W,ORF-V
YDR313C,ORF-V
YERCDELTA16,LTR
YDRWDELTA14,LTR
SNR64,snoRNA gene
YLR449W,ORF-V
YGL040C,ORF-V
TR(UCU)B,tRNA gene
YIL045W,ORF-V
YCL043C,ORF-V
YMR306C-A,ORF-DU
YPL142C,ORF-DU
YGR215W,ORF-V
YMR164C,ORF-V
YPR025C,ORF-V
YGR010W,ORF-V
YDR371W,ORF-U
YOL003C,ORF-V
YDR412W,ORF-V
YML087C,ORF-V
YHRCDELTA3,LTR
YOR118W,ORF-V
YNL157W,ORF-V
YGR147C,ORF-V
YPL079W,ORF-V
YGR159C,ORF-V
YBR195C,ORF-V
YIL101C,ORF-V
YMR206W,ORF-U
YOR387C,ORF-U
YIR007W,ORF-V
YDR421W,ORF-V
YOR305W,ORF-V
YPR056W,ORF-V
YJR065C,ORF-V
YDR316W,ORF-V
YPR155C,ORF-V
YML124C,ORF-V
YJL104W,ORF-V
YDR153C,ORF-V
YML005W,ORF-V
YMR080C,ORF-V
YLR055C,ORF-V
YPL109C,ORF-U
YBR194W,ORF-V
YER039C-A,ORF-U
YDL068W,ORF-DU
YOL038W,ORF-V
YHR120W,ORF-V
YEL057C,ORF-V
YLRWDELTA14,LTR
YAL014C,ORF-V
YLR068W,ORF-V
YGR200C,ORF-V
YJR015W,ORF-U
YAL066W,ORF-DU
YIL167W,BRF
YNR024W,ORF-V
YJR048W,ORF-V
YNLWDELTA3,LTR
YJR014W,ORF-V
YMR091C,ORF-V
YBRWDELTA12,LTR
YER142C,ORF-V
YPL232W,ORF-V
YPRCDELTA22,LTR
YLR450W,ORF-V
YBL078C,ORF-V
YML057W,ORF-V
YKL174C,ORF-V
YBR256C,ORF-V
YNL293W,ORF-V
YPL195W,ORF-V
YMR003W,ORF-V
YFL006W,ORF-M
YOR038C,ORF-V
YDR396W,ORF-DU
YBR097W,ORF-V
YKL025C,ORF-V
YOR089C,ORF-V
YNL081C,ORF-V
YGR092W,ORF-V
YPR134W,ORF-V
YGL180W,ORF-V
YDL105W,ORF-V
YHR041C,ORF-V
YMR192W,ORF-V
YLR264c-a,ORF-U
YPR118W,ORF-V
YOR278W,ORF-V
YKR040C,ORF-DU
YBL087C,ORF-V
YDL053C,ORF-V
YNL263C,ORF-V
YIL062C,ORF-V
YJL119C,ORF-DU
YDR500C,ORF-V
YNL202W,ORF-V
YCLWDELTA4,LTR
YDR100W,ORF-V
YMR014W,ORF-V
YER054C,ORF-V
YPL100W,ORF-V
YFL022C,ORF-V
YOR261C,ORF-V
YLR148W,ORF-V
YDR286C,ORF-U
YMR212C,ORF-V
YKL054C,ORF-V
YFL068W,ORF-U
YLR349W,ORF-DU
YMR029C,ORF-V
YOL163W,ORF-U
YIL084C,ORF-V
YHLCDELTA1,LTR
YNL015W,ORF-V
YDRWDELTA25,LTR
YDL192W,ORF-V
YIR011C,ORF-V
YLL031C,ORF-V
YDL035C,ORF-V
YOR302W,ORF-V
YJLWSIGMA1,LTR
YDR345C,ORF-V
YLL003W,ORF-V
YKR102W,ORF-V
YGR242W,ORF-DU
YBR203W,ORF-V
YIL103W,ORF-V
YKL022C,ORF-V
YLR172C,ORF-V
YNL161W,ORF-V
YNR035C,ORF-V
YDL220C,ORF-V
YJRWDELTA12,LTR
YDL045C,ORF-V
YDL094C,ORF-DU
YGR106C,ORF-V
YMR058W,ORF-V
YLRCSIGMA1,LTR
YMR321C,ORF-U
YKL150W,ORF-V
YGR194C,ORF-V
YNL178W,ORF-V
YDR355C,ORF-DU
YNL217W,ORF-V
YGL011C,ORF-V
YDL147W,ORF-V
YDR517W,ORF-V
YOR330C,ORF-V
YNR038W,ORF-V
YMR016C,ORF-V
YNL319W,ORF-DU
YLR378C,ORF-V
YLR134W,ORF-V
YBL100C,ORF-DU
YDR520C,ORF-U
YMR130W,ORF-U
YHR029C,ORF-V
YPL014W,ORF-V
YDR065W,ORF-V
YPR078C,ORF-U
YFL029C,ORF-V
YOR335C,ORF-V
YBR111C,ORF-V
YPR123C,ORF-DU
YGL144C,ORF-V
YDR062W,ORF-V
YHRCSIGMA2,LTR
YHR007C,ORF-V
YGR023W,ORF-V
YAR050W,ORF-V
YEL005C,ORF-V
YLLCDELTA1,LTR
YMR241W,ORF-V
YHR178W,ORF-V
YDR359C,ORF-V
YOR079C,ORF-V
YLR175W,ORF-V
YMR171C,ORF-V
YDR329C,ORF-V
YMR203W,ORF-V
YHLCSIGMA1,LTR
YGL163C,ORF-V
YER014c-a,ORF-V
YBRCDELTA18,LTR
YBR150C,ORF-V
SNR53,snoRNA gene
YER057C,ORF-V
YGR212W,ORF-V
YLR277C,ORF-V
YLR462W,ORF-U
YGR075C,ORF-V
YHL031C,ORF-V
YPL070W,ORF-V
YLR025W,ORF-V
YLRWSIGMA4,LTR
YHR037W,ORF-V
YNL275W,ORF-V
YBL070C,ORF-DU
YNL189W,ORF-V
YKL135C,ORF-V
SNR66,snoRNA gene
YNL072W,ORF-V
YGRCDELTA20,LTR
YJL026W,ORF-V
YMR028W,ORF-V
YDL114W,ORF-U
YCR104W,ORF-V
YMR131C,ORF-V
YJL186W,ORF-V
YGL231C,ORF-V
YMR155W,ORF-U
YGL108C,ORF-V
YJR122W,ORF-V
YDR039C,ORF-V
YKR100C,ORF-V
YMR267W,ORF-V
YHR168W,ORF-V
YHR017W,ORF-V
YORWTY1-2,LTR
YER108C,ORF-M
YLR111W,ORF-U
YOR341W,ORF-V
YGR009C,ORF-V
YLR443W,ORF-V
YFLCDELTA6,LTR
YPL003W,ORF-V
YJL166W,ORF-V
YGR042W,ORF-V
YBL068W,ORF-V
YDR022C,ORF-V
YDR181C,ORF-V
YPL087W,ORF-V
YLR105C,ORF-V
YLR034C,ORF-V
YPL262W,ORF-V
YJL200C,ORF-V
YDR543C,ORF-DU
YPL044C,ORF-DU
YHR065C,ORF-V
YBR166C,ORF-V
YCL014W,ORF-V
YOR007C,ORF-V
YDR176W,ORF-V
YOR222W,ORF-V
YGR041W,ORF-V
YPL247C,ORF-U
YCL037C,ORF-V
YER086W,ORF-V
YBR296C,ORF-V
YHR019C,ORF-V
YML043C,ORF-V
YNLWDELTA4,LTR
YHL011C,ORF-V
YMR291W,ORF-V
YPL171C,ORF-V
YHR047C,ORF-V
YBR213W,ORF-V
YBR162C,ORF-V
YJLWTAU4,LTR
YDR168W,ORF-V
YDR242W,ORF-V
YCR046C,ORF-V
YERWDELTA11,LTR
YJL108C,ORF-V
YLR069C,ORF-V
YNL191W,ORF-V
YAL041W,ORF-V
YLR429W,ORF-V
YDRWDELTA11,LTR
YMR113W,ORF-V
YJL198W,ORF-V
YDR071C,ORF-V
YKL009W,ORF-V
YLRCDELTA26,LTR
YHL008C,ORF-U
YGR002C,ORF-V
YLR365W,ORF-U
YPR040W,ORF-V
YDR481C,ORF-V
YLR139C,ORF-V
YER006c-a,ORF-DU
YGR154C,ORF-V
YHR057C,ORF-V
YJL219W,ORF-V
YKL034W,ORF-V
YJR135C,ORF-V
YDR346C,ORF-V
YJL162C,ORF-V
YML003W,ORF-U
YKL185W,ORF-V
YDR533C,ORF-V
YGL097W,ORF-V
YPL083C,ORF-V
YMR071C,ORF-V
YBR302C,ORF-V
YBL056W,ORF-V
YOR108W,ORF-V
YKL204W,ORF-V
YDL161W,ORF-V
YMR106C,ORF-V
YDR497C,ORF-V
YAL001C,ORF-V
YKL124W,ORF-V
YLR145W,ORF-V
YJR109C,ORF-V
YDRWTY1-4,LTR
YGLCSIGMA3,LTR
SNR8,snoRNA gene
YLR020C,ORF-V
YIL093C,ORF-V
YMR109W,ORF-V
YOLWDELTA6,ORF-V
YDR490C,ORF-V
YGR156W,ORF-V
YNL279W,ORF-V
YNL150W,ORF-DU
YFR009W,ORF-V
YLR045C,ORF-V
YLR005W,ORF-V
YGL006W,ORF-V
YOL090W,ORF-V
YOR364W,ORF-DU
YDR280W,ORF-V
YKL199C,ORF-M
YOL113W,ORF-V
YNL241C,ORF-V
YPR019W,ORF-V
YOR009W,ORF-V
YMR123W,ORF-V
YOR077W,ORF-V
YNL218W,ORF-V
YIL127C,ORF-U
YER165c-a,ORF-DU
YDR157W,ORF-U
YLR358C,ORF-U
YJL151C,ORF-V
YDR108W,ORF-V
YKL141W,ORF-V
YER134C,ORF-V
YML010C-B,ORF-DU
YGR250C,ORF-V
YLR135W,ORF-V
YDL228C,ORF-DU
YDR091C,ORF-V
YGL101W,ORF-V
YDL062W,ORF-DU
YMR165C,ORF-V
YFR030W,ORF-V
YLR294C,ORF-DU
YPL117C,ORF-V
YHR073W,ORF-V
YNL094W,ORF-V
YER096W,ORF-V
YMR247C,ORF-V
YNR010W,ORF-V
YDR122W,ORF-V
YGR144W,ORF-V
YDR319C,ORF-U
YPL270W,ORF-V
YPL208W,ORF-V
YOL007C,ORF-V
YBR179C,ORF-V
YDL231C,ORF-V
YDL217C,ORF-V
YJR128W,ORF-U
YEL034W,ORF-V
YLR152C,ORF-U
YLL042C,ORF-V
YFR041C,ORF-V
YDL078C,ORF-V
YAL035C-A,ORF-DU
YOL134C,ORF-DU
YAL062W,ORF-V
YCR002C,ORF-V
SNR68,snoRNA gene
YMR237W,ORF-V
YBR271W,ORF-V
YEL031W,ORF-V
YBRWDELTA15,LTR
YKR050W,ORF-V
YGR197C,ORF-V
YDL186W,ORF-U
YDR251W,ORF-V
SNR70,snoRNA gene
YBR228W,ORF-V
YOR140W,ORF-V
YKL212W,ORF-V
YDL022W,ORF-V
YHL007C,ORF-V
YMR056C,ORF-V
YMR306W,ORF-V
YHR116W,ORF-V
YOR390W,ORF-V
YOR049C,ORF-V
YPR015C,ORF-U
YBR299W,ORF-V
YEL004W,ORF-V
YML131W,ORF-V
YER068c-a,ORF-DU
YLL028W,ORF-V
YHR032W,ORF-V
YLR080W,ORF-V
YIL061C,ORF-V
YKR071C,ORF-V
YDR377W,ORF-V
YLRWTY1-3,LTR
YKL134C,ORF-V
YGL174W,ORF-V
YKR091W,ORF-V
YOR231W,ORF-V
YIL094C,ORF-V
YOR223W,ORF-V
YKL031W,ORF-DU
YGR125W,ORF-V
TY3B,NA
YJL211C,ORF-DU
YJR068W,ORF-V
YPL019C,ORF-V
YDR445C,ORF-DU
YPR089W,ORF-U
YNL330C,ORF-V
YJL072C,ORF-V
YOR218C,ORF-DU
YGR093W,ORF-V
YOR316C,ORF-V
YNL110C,ORF-V
YGR293C,ORF-DU
YBL013W,ORF-V
YNR009W,ORF-V
YGR024C,ORF-V
YHR146W,ORF-V
YNL236W,ORF-V
YOL034W,ORF-V
YGL164C,ORF-V
YER143W,ORF-V
YER011W,ORF-V
YLR070C,ORF-V
YER058W,ORF-V
YEL066W,ORF-V
YPL013C,ORF-V
YGL113W,ORF-V
YHL035C,ORF-V
YBL065W,ORF-DU
YHR092C,ORF-V
YGR229C,ORF-V
YBR210W,ORF-V
YKL123W,ORF-DU
YPR197C,ORF-DU
YBR048W,ORF-V
YBR229C,ORF-V
YOR103C,ORF-V
YIL013C,ORF-V
YAL015C,ORF-V
YDR306C,ORF-V
YMR194W,ORF-V
YJR013W,ORF-V
YNRCDELTA9,LTR
YJL018W,ORF-M
YAL029C,ORF-V
YDR476C,ORF-U
YLR240W,ORF-V
YAL065C,ORF-U
YMR292W,ORF-V
YML081C-A,ORF-V
YMR062C,ORF-V
YGR264C,ORF-V
YPR079W,ORF-V
YBR020W,ORF-V
YJL221C,ORF-V
YAL028W,ORF-V
YCR077C,ORF-V
YOR134W,ORF-V
YEL019C,ORF-V
YDL092W,ORF-V
YBRCDELTA11,LTR
YGR235C,ORF-V
YOL161C,ORF-V
YFL033C,ORF-V
YCL007C,ORF-DU
YIL155C,ORF-V
YDR460W,ORF-V
YOL039W,ORF-V
YDR274C,ORF-U
SNR33,snoRNA gene
YDR097C,ORF-V
YOR045W,ORF-V
YGR153W,ORF-U
YDR041W,ORF-V
YKL162C-A,ORF-DU
YLR295C,ORF-V
YOR331C,ORF-DU
YGL122C,ORF-V
YMR170C,ORF-V
YOL150C,ORF-DU
YGR070W,ORF-V
YOR149C,ORF-V
YIR030C,ORF-V
TQ(UUG)D1,tRNA gene
YGL057C,ORF-V
YNR046W,ORF-V
YPR182W,ORF-V
YOR080W,ORF-V
TA(UGC)O,tRNA gene
YML028W,ORF-V
YNL248C,ORF-V
YNL276C,ORF-DU
YHR189W,ORF-V
YJR010C-A,ORF-V
YHR058C,ORF-V
YDL179W,ORF-V
YNL013C,ORF-DU
YGL084C,ORF-V
YMR027W,ORF-V
YNL271C,ORF-V
YBR258C,ORF-V
YCR019W,ORF-V
YDL142C,ORF-V
YLR237W,ORF-V
YER061C,ORF-V
YHR122W,ORF-V
YHL047C,ORF-V
YNL206C,ORF-V
YBR233W,ORF-V
YBR163W,ORF-V
YPR159W,ORF-V
YBR175W,ORF-V
YJL045W,ORF-V
YBL071C,ORF-U
YDR250C,ORF-DU
YPL186C,ORF-V
YHR171W,ORF-V
YCR091W,ORF-V
YBR017C,ORF-V
YOL095C,ORF-V
YOL093W,ORF-V
YAR053W,ORF-DU
YBR137W,ORF-V
YKL112W,ORF-V
YGR201C,ORF-U
YJL074C,ORF-V
TE(UUC)M,tRNA gene
YCRWDELTA13,LTR
YJL019W,ORF-V
YKL059C,ORF-V
YPR067W,ORF-V
YNL262W,ORF-V
YOL010W,ORF-V
YER005W,ORF-V
YML096W,ORF-U
YDR225W,ORF-V
YIL025C,ORF-DU
YDR152W,ORF-V
YLL018C-A,ORF-V
YJL124C,ORF-V
YPL231W,ORF-V
YKLCDELTA2,LTR
YCR049C,ORF-DU
YLR201C,ORF-V
YMR055C,ORF-V
YPL129W,ORF-V
YJR049C,ORF-V
YDR368W,ORF-V
YER070W,ORF-V
YGL179C,ORF-V
YLL040C,ORF-V
YIL168W,pseudogene
YCL051W,ORF-V
YGR241C,ORF-V
YDR430C,ORF-V
YHR140W,ORF-U
TA(UGC)A,tRNA gene
YIR012W,ORF-V
YDR123C,ORF-V
YMR145C,ORF-V
YOR145C,ORF-V
YPL051W,ORF-V
YOR315W,ORF-V
YGRCTAU3,LTR
YDL227C,ORF-V
SNR37,snoRNA gene
YDR057W,ORF-V
YDR196C,ORF-V
SNR6,snRNA gene
YEL058W,ORF-V
YMRCDELTA7,LTR
TS(GCU)L,tRNA gene
YBR140C,ORF-V
YJL085W,ORF-V
YDL184w-a,IER
YNR003C,ORF-V
YCRWDELTA8,LTR
YOL144W,ORF-V
YKL221W,ORF-V
YDR191W,ORF-V
TS(AGA)B,tRNA gene
YOR304W,ORF-V
YOR301W,ORF-V
YNL188W,ORF-V
YBL001C,ORF-V
YBR069C,ORF-V
YPL157W,ORF-V
YPL110C,ORF-V
YNR020C,ORF-V
YOR183W,ORF-U
YKL217W,ORF-V
YDR317W,ORF-V
YLL007C,ORF-V
YOL038c-a,ORF-U
YER039C,ORF-V
YML034W,ORF-V
YIL125W,ORF-V
YGR091W,ORF-V
YDRCTY1-1,LTR
YPL204W,ORF-V
TG(CCC)D,tRNA gene
YLR085C,ORF-V
YPR135W,ORF-V
YAL037c-a,ORF-U
YOR275C,ORF-V
YBR049C,ORF-V
YFL023W,ORF-V
YKRCDELTA12,LTR
YOR259C,ORF-V
YDR101C,ORF-V
YPL132W,ORF-V
YDR221W,ORF-V
YPL188W,ORF-V
YHL024W,ORF-V
YGL251C,ORF-V
YDR463W,ORF-V
YBR257W,ORF-V
YKL133C,ORF-U
YNL201C,ORF-V
YLL017W,pseudogene
YPR146C,ORF-DU
YFL062W,ORF-V
YOL159C,ORF-V
YBL085W,ORF-V
YGL208W,ORF-V
YJL133W,ORF-V
YJR129C,ORF-V
