index,protein,ec
357,YHR026W,0.0070488185323319625
358,YGR196C,0.0005040358103698294
359,YHR128W,0.005176541552593749
360,YJL208C,0.0002473702794026377
361,YDR233C,0.0015098140185684768
362,YDR132C,0.01225679888828459
363,YGR239C,0.0028986110178996225
364,YIL091C,2.4050192241010547e-05
365,YKL154W,0.0007050026188859686
366,YEL013W,0.008908964748476777
367,YDL054C,8.677765359373529e-05
368,YOL016C,0.0016261454271205246
369,YGR099W,0.0006521534179319384
370,YFL022C,0.00013199265178042487
371,YDR287W,8.014179671792755e-91
372,YHL025W,0.0016998867888613088
373,YML121W,0.009775211994907471
374,YJL203W,0.00620079375997635
375,YGL053W,0.0006689952530630241
376,YGL019W,0.0013186128754083138
377,YPL240C,3.348488173550032e-112
378,YLR315W,0.00044596045312168977
379,YOL142W,4.6723585024483385e-112
380,YML102W,0.00010698335357353963
381,YIL108W,0.001988327713889812
382,YGR178C,0.005597720923226756
383,YCR030C,0.0017130156817458755
384,YIL162W,0.0003987241412604537
385,YKL028W,9.4596186254196e-05
386,YMR056C,2.8163437773126214e-100
387,YGL213C,0.002419261491795515
388,YGR214W,2.6135725311484617e-07
389,YBR161W,0.005615364379043413
390,YLL012W,2.8560621121551707e-100
391,YKL103C,0.09705140164318682
392,YDL123W,8.396305501601583e-93
393,YDR175C,0.0038957114545198433
394,YLR080W,0.00016579226575134622
395,YMR058W,0.0009204894226446346
396,YOR383C,0.0010581885004652546
397,YBR171W,0.0006242789990890745
398,YER124C,0.0003179506287327562
399,YCR072C,0.0009282371825699192
400,YLR210W,0.0005436028349441752
401,YKR022C,0.0024913318021522893
402,YJL157C,6.818095220237371e-113
403,YBR094W,0.0023177684678449915
404,YLR012C,3.836612697495427e-113
405,YGR201C,0.0003149565569429879
406,YBR203W,8.312797471306961e-05
407,YDL075W,0.0038957114545198433
408,YKR028W,0.0006168206265588229
409,YFL012W,0.008554563774557355
410,YDR374C,7.653766620784773e-06
411,YOL102C,1.4989005753773448e-113
412,YPR040W,0.0018345262615384278
413,YNL243W,0.0003902411295025431
414,YDL046W,0.0056688583577224365
415,YGL245W,4.674125687994666e-100
416,YGR023W,0.00016510921594386154
417,YHL033C,0.0038957114545198433
418,YCL038C,0.00042129766847978563
419,YDR489W,0.0036132747963483858
420,YNR013C,0.00029277771178178253
421,YAL038W,3.3882697492066042e-112
422,YDR319C,0.004348910326045801
423,YPL241C,2.939987432835218e-77
424,YPL003W,0.009023068054915059
425,YLR153C,0.0038957114545198433
426,YMR075W,2.2760323440936144e-112
427,YIL078W,0.0009204894226446346
428,YLR150W,0.0007050026188859686
429,YNR035C,0.0021395715870709603
430,YPR037C,0.00036262990762893013
431,YMR132C,0.00011242777062362746
432,YDR337W,0.00016361413175433766
433,YJL055W,0.00017918085297861222
434,YPR171W,5.30452908895883e-06
435,YMR080C,0.0004783469994790713
436,YJL008C,4.0869821113591296e-05
437,YDR482C,0.0038957114545198433
438,YLR449W,0.0004901012017409333
439,YDR179C,2.36697291403943e-112
440,YJL069C,2.192654192355465e-113
441,YOR221C,0.000197434708342627
442,YLR353W,0.0029394049587380417
443,YML057W,0.0039116114397843744
444,YLR267W,0.004228735190620118
445,YIL009W,3.6396991975598405e-06
446,YFL021W,0.0004544191259724346
447,YMR279C,1.703115043462502e-112
448,YLR333C,0.0038957114545198433
449,YBR302C,0.0022038363753064086
