index,protein,dc
421,YAL038W,2.10470930540676
422,YDR319C,2.47949100351388
423,YPL241C,3.54426698771894
424,YPL003W,6.95810814636256
425,YLR153C,1.24371108734104
426,YMR075W,2.10470930540676
427,YIL078W,1.3545078525707
428,YLR150W,1.37926177595859
429,YNR035C,1.32403141272815
430,YPR037C,4.38631837718372
431,YMR132C,1.80867391950668
432,YDR337W,3.34505529841179
433,YJL055W,1.42301963809891
434,YPR171W,3.4698582301113
435,YMR080C,1.77734022473581
436,YJL008C,1.5086098002671
437,YDR482C,1.24371108734104
438,YLR449W,4.4548575914085795
439,YDR179C,2.10470930540676
440,YJL069C,2.10470930540676
441,YOR221C,1.97348625858551
442,YLR353W,1.30395288880798
443,YML057W,3.82024787048738
444,YLR267W,5.62659475465343
445,YIL009W,5.42676233778488
446,YFL021W,7.706586816499261
447,YMR279C,2.10470930540676
448,YLR333C,1.24371108734104
449,YBR302C,4.59604539924268
450,YNL214W,1.24371108734104
451,YNL252C,5.17730016248376
452,YLR199C,1.84772676715477
453,YGL055W,2.10470930540676
454,YPR006C,1.30571343205346
455,YKL122C,3.51053750937326
456,YMR195W,1.66331632815945
457,YDR527W,6.3069806326266
458,YDR487C,3.11068473598632
459,YPR028W,11.87296550061018
460,YNL220W,1.97348625858551
461,YOL111C,6.8247656272142
462,YIL055C,1.30395288880798
463,YMR048W,10.17832049367826
464,YNL032W,8.647260348960641
465,YJR048W,6.40284774575713
466,YGR074W,3.41496207677992
467,YNL225C,1.89914900742761
468,YML034W,5.30407442601338
469,YIL121W,1.97348625858551
470,YDR131C,1.41026849089569
471,YDR318W,28.708066041532007
472,YGL011C,1.80867391950668
473,YER114C,1.24371108734104
474,YKL008C,8.81992756311529
475,YJL044C,3.6771044631312098
476,YGR048W,3.82024787048738
477,YPL152W,3.07899541284978
478,YKL107W,3.20561654722316
479,YOR230W,1.3928853448348
480,YGR177C,1.4419693632988
481,YEL062W,3.47114662266434
482,YNR030W,1.89914900742761
483,YDL225W,1.67716594426565
484,YDR070C,1.66331632815945
485,YDL125C,1.24371108734104
486,YOL042W,3.68749994366492
487,YLR253W,2.10470930540676
488,YPL179W,3.63682234180172
489,YIL145C,2.56646941984383
490,YBR145W,3.7210787807939303
491,YNL099C,16.41438445800354
492,YNL192W,2.10470930540676
493,YDR121W,1.30571343205346
494,YHR063C,1.89914900742761
495,YBR056W,3.71235320867397
496,YGL175C,5.09127784979039
497,YGL220W,8.253341973728421
498,YLL026W,1.84772676715477
499,YGL171W,1.24371108734104
500,YDR483W,1.3506035019091
501,YMR236W,12.49586701698074
502,YGL229C,2.41838088589721
503,YDR428C,2.93754667505664
504,YLR192C,4.92193943336948
505,YGR262C,2.8220360255515
506,YDR323C,1.84772676715477
507,YDR158W,1.80867391950668
508,YLR034C,2.10470930540676
509,YIR022W,1.77734022473581
510,YPR055W,3.23875687962199
511,YMR042W,4.54033283162595
512,YMR049C,3.15637867453153
513,YJR121W,3.1617168281876697
514,YBR133C,3.82121762797936
515,YNL212W,1.63912030153494
516,YKL060C,1.97296089540181
517,YMR298W,9.72820570493206
518,YLR197W,4.26790647705397
519,YMR238W,4.56092410612947
520,YGL223C,3.9881778651992104
521,YDR398W,6.56054356280354
522,YDR439W,4.8409537339709
523,YBR042C,4.64622720692401
524,YJL164C,3.75850742490167
525,YKL143W,13.60597693418307
526,YMR206W,4.72712977804417
527,YGL190C,7.46817599299093
528,YKL124W,1.89914900742761
529,YPL252C,1.35253616943967
530,YOR247W,3.71235320867397
531,YIR017C,8.37346692014784
532,YDR079W,4.6015827065293795
533,YOR242C,5.082622905718839
534,YOL152W,3.13799362766908
535,YMR149W,3.75083501866802
536,YLR287C,6.30473798125875
537,YBR158W,2.10470930540676
538,YPR122W,1.84772676715477
539,YNL125C,3.17481553749921
540,YNL044W,18.804849488023727
541,YHR038W,2.52575072822642
542,YFL040W,3.3125699265798403
543,YGL147C,3.28786463075285
544,YMR101C,1.97348625858551
545,YGL054C,3.3942374501139803
546,YJL012C,2.08135396722
547,YNR028W,9.03650135316654
548,YLR088W,1.45163662653407
549,YJL001W,2.9553831492342404
550,YKL052C,4.93186628050879
551,YHL001W,3.34505529841179
552,YIR012W,2.10470930540676
553,YJR004C,2.10470930540676
554,YDR453C,7.57474505481126
555,YIL104C,8.26663801682702
556,YIL079C,1.84772676715477
557,YNL088W,5.46166523159723
558,YOR351C,1.66331632815945
559,YHR142W,4.9837236527754
560,YFR016C,1.84772676715477
561,YOR362C,2.51203597011584
562,YOR303W,7.4401073618166
563,YOR288C,1.89914900742761
564,YAR008W,3.03062378533987
565,YLR102C,3.1665771225270998
566,YKL051W,1.3545078525707
567,YJR003C,1.97348625858551
568,YER133W,1.39435190536004
569,YLL033W,2.71066556161277
570,YBR228W,6.11617455791864
571,YJR125C,3.76438453586313
572,YDR528W,4.14524206636419
573,YIL112W,1.69249327319474
574,YNL053W,3.51053750937326
575,YFL016C,2.82305358088478
576,YDR299W,5.42497169293446
577,YOR196C,2.10470930540676
578,YDL147W,6.68850101237943
579,YJR076C,5.5127411436821205
580,YGL127C,85.47071458174611
581,YBR106W,2.7042642370537697
582,YDR192C,8.76232196429754
583,YML088W,1.53586515997663
584,YDL157C,1.75126905313715
585,YLR460C,3.19984980299549
586,YMR305C,2.89091511647323
587,YDR262W,2.10470930540676
588,YMR325W,3.51053750937326
589,YBR139W,1.89914900742761
590,YPL154C,4.68708699050204
591,YJL166W,2.74345663224679
592,YAR031W,1.24371108734104
593,YHR207C,2.10470930540676
594,YCL056C,8.696090217580341
595,YJL225C,1.29354269929544
596,YMR264W,3.51053750937326
