dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
116,580240,S000004231,CSC1,NE,,SGD
116,580240,S000004232,ARV1,NE,,SGD
116,580240,S000004233,GPN3,E,,SGD
116,580240,S000004234,MAP1,NE,,SGD
116,580240,S000004235,CDD1,NE,,SGD
116,580240,S000004236,ERF2,NE,,SGD
116,580240,S000004237,IRC20,NE,,SGD
116,580240,S000004238,RCK2,NE,,SGD
116,580240,S000004239,YEF3,E,,SGD
116,580240,S000004240,SSP120,NE,,SGD
116,580240,S000004241,SYM1,NE,,SGD
116,580240,S000004242,,NE,,SGD
116,580240,S000004243,MCP2,NE,,SGD
116,580240,S000004244,NDL1,NE,,SGD
116,580240,S000004245,,NE,,SGD
116,580240,S000004247,,NE,,SGD
116,580240,S000004248,GSY2,NE,,SGD
116,580240,S000004249,HSP60,C,,SGD
116,580240,S000004250,LCB5,NE,,SGD
116,580240,S000004251,VPS63,NE,,SGD
116,580240,S000004252,YPT6,NE,,SGD
116,580240,S000004253,RED1,NE,,SGD
116,580240,S000004254,RPS28B,NE,,SGD
116,580240,S000004255,NEJ1,NE,,SGD
116,580240,S000004256,PDR8,NE,,SGD
116,580240,S000004257,BOP2,NE,,SGD
116,580240,S000004258,SEC22,NE,,SGD
116,580240,S000004259,,NE,,SGD
116,580240,S000004260,DCS1,NE,,SGD
116,580240,S000004261,CMG1,NE,,SGD
116,580240,S000004262,YCS4,E,,SGD
116,580240,S000004263,PIG1,NE,,SGD
116,580240,S000004264,MCM5,E,,SGD
116,580240,S000004265,SMD2,E,,SGD
116,580240,S000004266,DBP9,E,,SGD
116,580240,S000004267,YSH1,E,,SGD
116,580240,S000004268,,NE,,SGD
116,580240,S000004269,,NE,,SGD
116,580240,S000004270,,NE,,SGD
116,580240,S000004271,,NE,,SGD
116,580240,S000004272,,NE,,SGD
116,580240,S000004273,,NE,,SGD
116,580240,S000004274,ECI1,NE,,SGD
116,580240,S000004275,NNT1,NE,,SGD
116,580240,S000004276,CTS1,NE,,SGD
116,580240,S000004277,,NE,,SGD
116,580240,S000004278,RPS30A,NE,,SGD
116,580240,S000004279,MEC3,NE,,SGD
116,580240,S000004280,GUF1,NE,,SGD
116,580240,S000004281,COQ11,NE,,SGD
116,580240,S000004282,GCD7,E,,SGD
116,580240,S000004283,SEC72,NE,,SGD
116,580240,S000004284,GSP1,E,,SGD
116,580240,S000004285,,NE,,SGD
116,580240,S000004286,ATP14,NE,,SGD
116,580240,S000004287,,NE,,SGD
116,580240,S000004288,,NE,,SGD
116,580240,S000004289,YHC1,E,,SGD
116,580240,S000004290,ECM38,NE,,SGD
116,580240,S000004291,EXG1,NE,,SGD
116,580240,S000004294,MET17,NE,,SGD
116,580240,S000004295,ACO1,NE,,SGD
116,580240,S000004296,STT4,C,,SGD
116,580240,S000004297,UBC12,NE,,SGD
116,580240,S000004298,CDA1,NE,,SGD
116,580240,S000004299,CDA2,NE,,SGD
116,580240,S000004300,IMH1,NE,,SGD
116,580240,S000004301,CDC25,E,,SGD
116,580240,S000004302,,C,,SGD
116,580240,S000004303,ATG39,NE,,SGD
116,580240,S000004304,MRPL15,NE,,SGD
116,580240,S000004305,SPH1,NE,,SGD
116,580240,S000004306,CDC3,E,,SGD
116,580240,S000004307,NKP2,NE,,SGD
116,580240,S000004308,TAD3,E,,SGD
116,580240,S000004309,,E,,SGD
116,580240,S000004310,EST2,NE,,SGD
116,580240,S000004311,BUD6,NE,,SGD
116,580240,S000004312,MMS22,NE,,SGD
116,580240,S000004313,SFH1,E,,SGD
116,580240,S000004314,VPS65,NE,,SGD
116,580240,S000004315,CWC24,E,,SGD
116,580240,S000004316,PEX30,NE,,SGD
116,580240,S000004317,RPL38,NE,,SGD
116,580240,S000004318,,NE,,SGD
116,580240,S000004319,TMA10,NE,,SGD
116,580240,S000004320,NMA1,NE,,SGD
116,580240,S000004321,REC102,NE,,SGD
116,580240,S000004322,CHS5,NE,,SGD
116,580240,S000004323,JIP3,NE,,SGD
116,580240,S000004324,MID2,NE,,SGD
116,580240,S000004325,RPS25B,NE,,SGD
116,580240,S000004326,,NE,,SGD
116,580240,S000004327,NUP2,NE,,SGD
116,580240,S000004328,SGD1,E,,SGD
116,580240,S000004329,VRP1,NE,,SGD
116,580240,S000004330,OPI9,NE,,SGD
116,580240,S000004331,,E,,SGD
116,580240,S000004332,RPP0,E,,SGD
116,580240,S000004333,SPO77,NE,,SGD
116,580240,S000004334,FKS1,NE,,SGD
116,580240,S000004335,GAS2,NE,,SGD
116,580240,S000004336,RPL26A,NE,,SGD
116,580240,S000004337,,NE,,SGD
116,580240,S000004338,CIS1,NE,,SGD
116,580240,S000004339,KAP95,E,,SGD
116,580240,S000004340,DIC1,NE,,SGD
116,580240,S000004341,,NE,,SGD
116,580240,S000004342,ORM2,NE,,SGD
116,580240,S000004343,NIT3,NE,,SGD
116,580240,S000004344,,NE,,SGD
116,580240,S000004345,BUD8,NE,,SGD
116,580240,S000004346,TAL1,NE,,SGD
116,580240,S000004347,ILV5,E,,SGD
116,580240,S000004348,ATG33,NE,,SGD
116,580240,S000004349,RSC2,NE,,SGD
116,580240,S000004350,,NE,,SGD
116,580240,S000004351,ADE13,E,,SGD
116,580240,S000004352,VPS38,NE,,SGD
116,580240,S000004353,DCR2,NE,,SGD
116,580240,S000004354,STE11,NE,,SGD
116,580240,S000004355,NMD4,NE,,SGD
116,580240,S000004356,GRX8,NE,,SGD
116,580240,S000004357,,NE,,SGD
116,580240,S000004358,,NE,,SGD
116,580240,S000004359,RPS22B,NE,,SGD
116,580240,S000004360,MDM30,NE,,SGD
116,580240,S000004361,SSQ1,NE,,SGD
116,580240,S000004362,ARC18,NE,,SGD
116,580240,S000004363,ROM2,C,,SGD
116,580240,S000004364,ELO3,NE,,SGD
116,580240,S000004365,VID22,NE,,SGD
116,580240,S000004366,,NE,,SGD
116,580240,S000004367,STP3,C,,SGD
116,580240,S000004368,PSY3,NE,,SGD
116,580240,S000004369,FBP1,NE,,SGD
116,580240,S000004370,SEC61,E,,SGD
116,580240,S000004371,,E,,SGD
116,580240,S000004372,CSR1,NE,,SGD
116,580240,S000004373,CTF3,NE,,SGD
116,580240,S000004374,NAM2,NE,,SGD
116,580240,S000004376,IKI3,NE,,SGD
116,580240,S000004377,SWC7,NE,,SGD
116,580240,S000004378,VAC14,NE,,SGD
116,580240,S000004379,REH1,NE,,SGD
116,580240,S000004380,RPS29A,NE,,SGD
116,580240,S000004381,STE23,NE,,SGD
116,580240,S000004382,ECM19,NE,,SGD
116,580240,S000004384,ART10,NE,,SGD
116,580240,S000004385,ATP10,NE,,SGD
116,580240,S000004386,CST9,NE,,SGD
116,580240,S000004387,COX8,NE,,SGD
116,580240,S000004388,VPS33,NE,,SGD
116,580240,S000004389,AFG2,E,,SGD
116,580240,S000004390,SKI2,NE,,SGD
116,580240,S000004391,BDF1,NE,,SGD
116,580240,S000004392,,NE,,SGD
116,580240,S000004393,DUS3,NE,,SGD
116,580240,S000004394,,NE,,SGD
116,580240,S000004395,SFP1,C,,SGD
116,580240,S000004396,SEI1,NE,,SGD
116,580240,S000004397,DUS4,NE,,SGD
116,580240,S000004398,RPL31B,NE,,SGD
116,580240,S000004399,,NE,,SGD
116,580240,S000004400,BLS1,NE,,SGD
116,580240,S000004401,UTP21,E,,SGD
116,580240,S000004402,VIP1,NE,,SGD
116,580240,S000004404,BER1,NE,,SGD
116,580240,S000004405,INA1,NE,,SGD
116,580240,S000004406,PUN1,NE,,SGD
116,580240,S000004407,,NE,,SGD
116,580240,S000004408,,NE,,SGD
116,580240,S000004409,VPS36,NE,,SGD
116,580240,S000004410,CDC73,NE,,SGD
116,580240,S000004411,,NE,,SGD
116,580240,S000004412,URA4,NE,,SGD
116,580240,S000004413,RPN13,NE,,SGD
116,580240,S000004414,DCK1,NE,,SGD
116,580240,S000004415,ATG17,NE,,SGD
116,580240,S000004416,SPP382,E,,SGD
116,580240,S000004417,TUS1,NE,,SGD
116,580240,S000004418,TDA5,NE,,SGD
116,580240,S000004419,MAG2,NE,,SGD
116,580240,S000004420,,NE,,SGD
116,580240,S000004421,CRN1,NE,,SGD
116,580240,S000004422,SEN1,E,,SGD
116,580240,S000004423,ATG23,NE,,SGD
116,580240,S000004424,IMD3,NE,,SGD
116,580240,S000004425,CNA1,NE,,SGD
116,580240,S000004426,,NE,,SGD
116,580240,S000004427,TSR2,NE,,SGD
116,580240,S000004428,ECM30,NE,,SGD
116,580240,S000004429,DIF1,NE,,SGD
116,580240,S000004430,CAR2,NE,,SGD
116,580240,S000004431,MRPL4,NE,,SGD
116,580240,S000004432,SEC39,E,,SGD
116,580240,S000004433,RPS1A,NE,,SGD
116,580240,S000004434,SIR3,NE,,SGD
116,580240,S000004435,ECM7,NE,,SGD
116,580240,S000004436,,NE,,SGD
116,580240,S000004437,GMC2,NE,,SGD
116,580240,S000004438,,NE,,SGD
116,580240,S000004439,VMA6,NE,,SGD
116,580240,S000004440,RPL6B,NE,,SGD
116,580240,S000004441,FPR4,NE,,SGD
116,580240,S000004442,HMG2,NE,,SGD
116,580240,S000004443,LEU3,NE,,SGD
116,580240,S000004444,SST2,NE,,SGD
116,580240,S000004445,RIF2,NE,,SGD
116,580240,S000004446,FMP27,C,,SGD
116,580240,S000004447,PDP3,NE,,SGD
116,580240,S000004448,,NE,,SGD
116,580240,S000004449,NBP1,E,,SGD
116,580240,S000004450,,E,,SGD
116,580240,S000004451,GAB1,E,,SGD
116,580240,S000004452,,NE,,SGD
116,580240,S000004453,PAU4,NE,,SGD
116,580240,S000004460,YPT7,NE,,SGD
116,580240,S000004461,,NE,,SGD
116,580240,S000004462,,NE,,SGD
116,580240,S000004463,GLO1,NE,,SGD
116,580240,S000004464,TRM12,NE,,SGD
116,580240,S000004465,GIS4,NE,,SGD
116,580240,S000004466,YAP1,NE,,SGD
116,580240,S000004467,ERG6,NE,,SGD
116,580240,S000004468,MRPL39,NE,,SGD
116,580240,S000004469,,NE,,SGD
116,580240,S000004470,SPT5,E,,SGD
116,580240,S000004471,,NE,,SGD
116,580240,S000004472,RAD33,NE,,SGD
116,580240,S000004473,ERV25,NE,,SGD
116,580240,S000004474,,NE,,SGD
116,580240,S000004475,UBX2,NE,,SGD
116,580240,S000004476,TRM9,NE,,SGD
116,580240,S000004477,TAF11,E,,SGD
116,580240,S000004478,PPZ1,NE,,SGD
116,580240,S000004479,PSP2,NE,,SGD
116,580240,S000004480,,NE,,SGD
116,580240,S000004481,OST6,NE,,SGD
116,580240,S000004482,,NE,,SGD
116,580240,S000004483,UNG1,NE,,SGD
116,580240,S000004484,APT1,NE,,SGD
116,580240,S000004485,NSE5,C,,SGD
116,580240,S000004486,RPS17A,NE,,SGD
116,580240,S000004487,YML6,C,,SGD
116,580240,S000004488,RPS18B,NE,,SGD
116,580240,S000004489,YOX1,NE,,SGD
116,580240,S000004490,TSA1,NE,,SGD
116,580240,S000004491,USA1,NE,,SGD
116,580240,S000004492,RCF1,NE,,SGD
116,580240,S000004493,NDC1,E,,SGD
116,580240,S000004494,RAD52,NE,,SGD
116,580240,S000004497,SRC1,NE,,SGD
116,580240,S000004498,AMD1,NE,,SGD
116,580240,S000004499,,NE,,SGD
116,580240,S000004500,CGI121,NE,,SGD
116,580240,S000004501,,NE,,SGD
116,580240,S000004502,YMD8,NE,,SGD
116,580240,S000004505,VPS71,NE,,SGD
116,580240,S000004506,CAT2,NE,,SGD
116,580240,S000004507,RRN11,E,,SGD
116,580240,S000004509,PRP39,E,,SGD
116,580240,S000004510,PRM6,NE,,SGD
116,580240,S000004511,GSF2,NE,,SGD
116,580240,S000004512,,NE,,SGD
116,580240,S000004513,RSE1,E,,SGD
116,580240,S000004514,AIM32,NE,,SGD
116,580240,S000004515,GAL80,NE,,SGD
116,580240,S000004516,SUR7,NE,,SGD
116,580240,S000004517,,NE,,SGD
116,580240,S000004518,CYB2,NE,,SGD
116,580240,S000004519,SPC2,NE,,SGD
116,580240,S000004520,IMD4,NE,,SGD
116,580240,S000004521,CMP2,NE,,SGD
116,580240,S000004522,,NE,,SGD
116,580240,S000004523,SML1,NE,,SGD
116,580240,S000004524,NTE1,NE,,SGD
116,580240,S000004525,OGG1,NE,,SGD
116,580240,S000004526,PIF1,NE,,SGD
116,580240,S000004527,MFT1,NE,,SGD
116,580240,S000004528,RPS1B,NE,,SGD
116,580240,S000004529,TEM1,E,,SGD
116,580240,S000004530,ORC1,E,,SGD
116,580240,S000004531,SMA2,NE,,SGD
116,580240,S000004532,ERV41,NE,,SGD
116,580240,S000004533,ITT1,C,,SGD
116,580240,S000004534,POB3,E,,SGD
116,580240,S000004535,DAK1,NE,,SGD
116,580240,S000004536,COG8,NE,,SGD
116,580240,S000004537,TCB3,NE,,SGD
116,580240,S000004539,FPR3,NE,,SGD
116,580240,S000004540,HMG1,NE,,SGD
116,580240,S000004541,WAR1,NE,,SGD
116,580240,S000004542,BET5,E,,SGD
116,580240,S000004543,CPR3,NE,,SGD
116,580240,S000004544,,NE,,SGD
116,580240,S000004545,DUS1,NE,,SGD
116,580240,S000004546,TDA9,NE,,SGD
116,580240,S000004547,,NE,,SGD
116,580240,S000004548,,NE,,SGD
116,580240,S000004549,,NE,,SGD
116,580240,S000004550,TUB1,E,,SGD
116,580240,S000004551,ALO1,NE,,SGD
116,580240,S000004552,AIM33,NE,,SGD
116,580240,S000004553,UFO1,NE,,SGD
116,580240,S000004554,,NE,,SGD
116,580240,S000004555,,NE,,SGD
116,580240,S000004556,RPM2,C,,SGD
116,580240,S000004557,PRE8,E,,SGD
116,580240,S000004558,UTP14,E,,SGD
116,580240,S000004559,GIM5,NE,,SGD
116,580240,S000004560,RAD10,NE,,SGD
116,580240,S000004561,,NE,,SGD
116,580240,S000004562,,NE,,SGD
116,580240,S000004563,VPS9,NE,,SGD
116,580240,S000004564,TAF13,E,,SGD
116,580240,S000004565,ARG81,NE,,SGD
116,580240,S000004566,TSL1,NE,,SGD
116,580240,S000004567,,NE,,SGD
116,580240,S000004568,CUE4,NE,,SGD
116,580240,S000004569,,NE,,SGD
116,580240,S000004570,CAC2,NE,,SGD
116,580240,S000004571,NUP188,NE,,SGD
116,580240,S000004572,MDM1,C,,SGD
116,580240,S000004573,SEC65,C,,SGD
116,580240,S000004574,URA5,NE,,SGD
116,580240,S000004575,PML39,NE,,SGD
116,580240,S000004576,,NE,,SGD
116,580240,S000004577,ZDS2,NE,,SGD
116,580240,S000004578,COQ5,NE,,SGD
116,580240,S000004579,BUL2,NE,,SGD
116,580240,S000004580,CTK3,NE,,SGD
116,580240,S000004581,DAT1,NE,,SGD
116,580240,S000004582,TAF8,E,,SGD
116,580240,S000004583,VAN1,NE,,SGD
116,580240,S000004584,ATR1,NE,,SGD
116,580240,S000004585,NAB6,NE,,SGD
116,580240,S000004586,,NE,,SGD
116,580240,S000004587,NGL3,NE,,SGD
116,580240,S000004588,,NE,,SGD
116,580240,S000004589,NDI1,NE,,SGD
116,580240,S000004590,GTR1,NE,,SGD
116,580240,S000004591,,NE,,SGD
116,580240,S000004592,PHO84,NE,,SGD
116,580240,S000004593,TUB3,NE,,SGD
116,580240,S000004594,PGA3,E,,SGD
116,580240,S000004595,ERG13,E,,SGD
116,580240,S000004596,RSC9,E,,SGD
116,580240,S000004597,MSC1,C,,SGD
116,580240,S000004598,COX14,NE,,SGD
116,580240,S000004599,ERO1,E,,SGD
116,580240,S000004600,,NE,,SGD
116,580240,S000004603,CDC5,E,,SGD
116,580240,S000004604,MIX17,NE,,SGD
116,580240,S000004605,AIM34,NE,,SGD
116,580240,S000004606,MVP1,NE,,SGD
116,580240,S000004607,TAF4,E,,SGD
116,580240,S000004608,PLB2,NE,,SGD
116,580240,S000004609,,NE,,SGD
116,580240,S000004610,PLB1,NE,,SGD
116,580240,S000004611,ADI1,NE,,SGD
116,580240,S000004612,ANY1,NE,,SGD
116,580240,S000004613,HXT2,NE,,SGD
116,580240,S000004614,CLU1,NE,,SGD
116,580240,S000004615,SEC59,E,,SGD
116,580240,S000004616,BUD22,NE,,SGD
116,580240,S000004617,ERG5,NE,,SGD
116,580240,S000004618,SOK2,NE,,SGD
116,580240,S000004619,SPO20,NE,,SGD
116,580240,S000004620,PEX9,NE,,SGD
116,580240,S000004621,STB4,NE,,SGD
116,580240,S000004622,FMS1,NE,,SGD
116,580240,S000004623,MAC1,NE,,SGD
116,580240,S000004624,UBC7,NE,,SGD
116,580240,S000004625,MSS1,NE,,SGD
116,580240,S000004626,MRPL3,NE,,SGD
116,580240,S000004627,CSI1,NE,,SGD
116,580240,S000004628,PEX12,NE,,SGD
116,580240,S000004629,,NE,,SGD
116,580240,S000004630,TAP42,E,,SGD
116,580240,S000004631,FAR8,NE,,SGD
116,580240,S000004632,RSF1,NE,,SGD
116,580240,S000004633,EIS1,NE,,SGD
116,580240,S000004634,,NE,,SGD
116,580240,S000004635,HOF1,C,,SGD
116,580240,S000004636,ARP9,C,,SGD
116,580240,S000004637,RCH1,NE,,SGD
116,580240,S000004638,IMP2,NE,,SGD
116,580240,S000004639,MIH1,NE,,SGD
116,580240,S000004640,MSN2,NE,,SGD
116,580240,S000004641,CCS1,NE,,SGD
116,580240,S000004642,SUB1,NE,,SGD
116,580240,S000004643,YET2,NE,,SGD
116,580240,S000004644,ARA2,NE,,SGD
116,580240,S000004645,ARG80,NE,,SGD
116,580240,S000004646,MCM1,E,,SGD
116,580240,S000004647,IOC4,NE,,SGD
116,580240,S000004650,NUP116,E,,SGD
116,580240,S000004651,CSM3,NE,,SGD
116,580240,S000004652,ERB1,E,,SGD
116,580240,S000004655,,NE,,SGD
116,580240,S000004656,FAR3,NE,,SGD
116,580240,S000004657,STB2,NE,,SGD
116,580240,S000004658,STV1,NE,,SGD
116,580240,S000004659,BUB2,NE,,SGD
116,580240,S000004660,AAC1,NE,,SGD
116,580240,S000004661,,NE,,SGD
116,580240,S000004662,FET3,NE,,SGD
116,580240,S000004663,SEN15,E,,SGD
116,580240,S000004664,SAM37,NE,,SGD
116,580240,S000004665,RNA14,E,,SGD
116,580240,S000004666,ARG7,NE,,SGD
116,580240,S000004667,RIM9,NE,,SGD
116,580240,S000004668,AEP1,NE,,SGD
116,580240,S000004669,KAR5,NE,,SGD
116,580240,S000004670,SOV1,NE,,SGD
116,580240,S000004671,UBX4,NE,,SGD
116,580240,S000004672,AVO2,NE,,SGD
116,580240,S000004673,NAT4,NE,,SGD
116,580240,S000004674,MOT3,C,,SGD
116,580240,S000004675,TVP18,C,,SGD
116,580240,S000004676,ABF2,NE,,SGD
116,580240,S000004677,IRC21,NE,,SGD
116,580240,S000004678,SDD2,NE,,SGD
116,580240,S000004679,,NE,,SGD
116,580240,S000004680,RCO1,NE,,SGD
116,580240,S000004681,PDS5,E,,SGD
116,580240,S000004682,VPS20,NE,,SGD
116,580240,S000004683,CTF18,NE,,SGD
116,580240,S000004684,SEC14,E,,SGD
116,580240,S000004685,NAM7,NE,,SGD
116,580240,S000004686,ISF1,NE,,SGD
116,580240,S000004687,,NE,,SGD
116,580240,S000004688,ADH3,NE,,SGD
116,580240,S000004689,,NE,,SGD
116,580240,S000004690,,NE,,SGD
116,580240,S000004691,,NE,,SGD
116,580240,S000004692,SEG1,NE,,SGD
116,580240,S000004693,,NE,,SGD
116,580240,S000004694,VBA1,NE,,SGD
116,580240,S000004695,YTA12,NE,,SGD
116,580240,S000004696,,NE,,SGD
116,580240,S000004697,NPL6,C,,SGD
116,580240,S000004698,AIP1,NE,,SGD
116,580240,S000004699,UTP15,E,,SGD
116,580240,S000004700,CTF13,E,,SGD
116,580240,S000004701,SNO1,NE,,SGD
116,580240,S000004702,SNZ1,NE,,SGD
116,580240,S000004703,MTG1,NE,,SGD
116,580240,S000004704,ATP25,NE,,SGD
116,580240,S000004705,,NE,,SGD
116,580240,S000004706,MUB1,NE,,SGD
116,580240,S000004707,SRT1,NE,,SGD
116,580240,S000004708,,NE,,SGD
116,580240,S000004709,,NE,,SGD
116,580240,S000004710,YPK2,NE,,SGD
116,580240,S000004711,PGM2,NE,,SGD
116,580240,S000004712,YKU80,NE,,SGD
116,580240,S000004713,SPG4,NE,,SGD
116,580240,S000004714,ILV2,NE,,SGD
116,580240,S000004715,MYO5,NE,,SGD
116,580240,S000004716,HFD1,NE,,SGD
116,580240,S000004717,,NE,,SGD
116,580240,S000004718,MED11,E,,SGD
116,580240,S000004719,FOL3,C,,SGD
116,580240,S000004720,,NE,,SGD
116,580240,S000004721,MGR3,NE,,SGD
116,580240,S000004722,ASC1,NE,,SGD
116,580240,S000004723,SPC24,E,,SGD
116,580240,S000004724,SHH3,NE,,SGD
116,580240,S000004725,ASI1,NE,,SGD
116,580240,S000004726,,NE,,SGD
116,580240,S000004727,ADE17,NE,,SGD
116,580240,S000004728,RPL15B,NE,,SGD
116,580240,S000004729,,NE,,SGD
116,580240,S000004730,PKR1,NE,,SGD
116,580240,S000004731,EPO1,NE,,SGD
116,580240,S000004732,STO1,NE,,SGD
116,580240,S000004733,DLT1,NE,,SGD
116,580240,S000004734,SAS2,NE,,SGD
116,580240,S000004735,ECM16,E,,SGD
116,580240,S000004736,POM152,NE,,SGD
116,580240,S000004737,,NE,,SGD
116,580240,S000004738,RRB1,E,,SGD
116,580240,S000004739,JLP2,NE,,SGD
116,580240,S000004740,REC114,NE,,SGD
116,580240,S000004741,ERG29,C,,SGD
116,580240,S000004742,GID8,NE,,SGD
116,580240,S000004743,,NE,,SGD
116,580240,S000004744,GAT2,NE,,SGD
116,580240,S000004745,PSO2,NE,,SGD
116,580240,S000004746,CIN4,NE,,SGD
116,580240,S000004747,RIM11,NE,,SGD
116,580240,S000004748,SIP5,NE,,SGD
116,580240,S000004749,,NE,,SGD
116,580240,S000004750,RPL13B,NE,,SGD
116,580240,S000004751,RPS16A,NE,,SGD
116,580240,S000004752,FDO1,NE,,SGD
116,580240,S000004753,NDE1,NE,,SGD
116,580240,S000004754,TIF34,E,,SGD
116,580240,S000004755,,NE,,SGD
116,580240,S000004756,OSW5,NE,,SGD
116,580240,S000004757,SWP1,E,,SGD
116,580240,S000004758,IMP1,NE,,SGD
116,580240,S000004759,YIM2,NE,,SGD
116,580240,S000004760,YIM1,NE,,SGD
116,580240,S000004761,,NE,,SGD
116,580240,S000004762,NUP53,NE,,SGD
116,580240,S000004763,RIM13,NE,,SGD
116,580240,S000004764,,NE,,SGD
116,580240,S000004765,TPP1,NE,,SGD
116,580240,S000004766,AIM36,NE,,SGD
116,580240,S000004767,MRPS8,NE,,SGD
116,580240,S000004768,,NE,,SGD
116,580240,S000004769,ATG16,NE,,SGD
116,580240,S000004770,,NE,,SGD
116,580240,S000004771,HLJ1,NE,,SGD
116,580240,S000004772,DNF3,NE,,SGD
116,580240,S000004773,INP2,NE,,SGD
116,580240,S000004774,MSS11,C,,SGD
116,580240,S000004775,PAH1,NE,,SGD
116,580240,S000004776,MME1,NE,,SGD
116,580240,S000004777,MLH1,NE,,SGD
116,580240,S000004778,CEP3,C,,SGD
116,580240,S000004779,ALD3,NE,,SGD
116,580240,S000004780,ALD2,NE,,SGD
116,580240,S000004781,EAR1,NE,,SGD
116,580240,S000004782,,NE,,SGD
116,580240,S000004783,HOT1,NE,,SGD
116,580240,S000004784,DDR48,NE,,SGD
116,580240,S000004785,,NE,,SGD
116,580240,S000004786,PAI3,NE,,SGD
116,580240,S000004787,SIP18,NE,,SGD
116,580240,S000004788,ECM5,NE,,SGD
116,580240,S000004789,MMT1,NE,,SGD
116,580240,S000004790,,NE,,SGD
116,580240,S000004791,SPT21,C,,SGD
116,580240,S000004792,CTL1,NE,,SGD
116,580240,S000004793,,NE,,SGD
116,580240,S000004794,RGM1,NE,,SGD
116,580240,S000004795,SSO2,NE,,SGD
116,580240,S000004796,ADD37,NE,,SGD
116,580240,S000004797,RTP1,C,,SGD
116,580240,S000004798,HSC82,NE,,SGD
116,580240,S000004799,,NE,,SGD
116,580240,S000004800,MRPS17,NE,,SGD
116,580240,S000004801,GCV2,NE,,SGD
116,580240,S000004802,SGS1,NE,,SGD
116,580240,S000004803,SPG5,NE,,SGD
116,580240,S000004804,GYL1,NE,,SGD
116,580240,S000004805,,NE,,SGD
116,580240,S000004806,MRPL24,NE,,SGD
116,580240,S000004807,RPL36A,NE,,SGD
116,580240,S000004808,ICY1,NE,,SGD
116,580240,S000004809,,NE,,SGD
116,580240,S000004810,VTI1,E,,SGD
116,580240,S000004811,CIK1,C,,SGD
116,580240,S000004812,CLN1,NE,,SGD
116,580240,S000004813,ROT1,C,,SGD
116,580240,S000004814,RAD14,NE,,SGD
116,580240,S000004815,ERG2,NE,,SGD
116,580240,S000004816,TOM40,E,,SGD
116,580240,S000004817,INP1,NE,,SGD
116,580240,S000004818,PFK2,NE,,SGD
116,580240,S000004819,,NE,,SGD
116,580240,S000004820,HFA1,NE,,SGD
116,580240,S000004821,ERG12,E,,SGD
116,580240,S000004822,,NE,,SGD
116,580240,S000004823,MGL2,NE,,SGD
116,580240,S000004824,DML1,E,,SGD
116,580240,S000004825,EFR3,E,,SGD
116,580240,S000004826,CEF1,E,,SGD
116,580240,S000004827,SCJ1,NE,,SGD
116,580240,S000004828,GAS3,NE,,SGD
116,580240,S000004829,SKY1,NE,,SGD
116,580240,S000004830,GUA1,NE,,SGD
116,580240,S000004831,TRS130,E,,SGD
116,580240,S000004832,ESC1,NE,,SGD
116,580240,S000004833,ERG8,E,,SGD
116,580240,S000004834,FMP42,NE,,SGD
116,580240,S000004835,FSH2,NE,,SGD
116,580240,S000004836,UBP8,NE,,SGD
116,580240,S000004837,MRE11,NE,,SGD
116,580240,S000004838,MRPL44,NE,,SGD
116,580240,S000004839,,NE,,SGD
116,580240,S000004840,TAF7,E,,SGD
116,580240,S000004841,MTF1,NE,,SGD
116,580240,S000004842,RRP5,E,,SGD
116,580240,S000004843,RPS10B,NE,,SGD
116,580240,S000004844,PEP5,NE,,SGD
116,580240,S000004845,FUS2,NE,,SGD
116,580240,S000004846,TRI1,NE,,SGD
116,580240,S000004847,RNH1,NE,,SGD
116,580240,S000004848,RNA1,E,,SGD
116,580240,S000004849,TAF9,E,,SGD
116,580240,S000004850,BCH1,NE,,SGD
116,580240,S000004851,DFG5,NE,,SGD
116,580240,S000004852,RNT1,E,,SGD
116,580240,S000004853,CUS1,E,,SGD
116,580240,S000004854,YHM2,NE,,SGD
116,580240,S000004855,RPL20A,NE,,SGD
116,580240,S000004856,ZRC1,NE,,SGD
116,580240,S000004857,COA6,NE,,SGD
116,580240,S000004858,,NE,,SGD
116,580240,S000004859,,NE,,SGD
116,580240,S000004860,FAA4,NE,,SGD
116,580240,S000004861,RKR1,NE,,SGD
116,580240,S000004862,GAD1,NE,,SGD
116,580240,S000004863,GTO3,NE,,SGD
116,580240,S000004864,HOR7,NE,,SGD
116,580240,S000004865,,NE,,SGD
116,580240,S000004866,,NE,,SGD
116,580240,S000004867,,NE,,SGD
116,580240,S000004868,GFD1,NE,,SGD
116,580240,S000004869,COX7,NE,,SGD
116,580240,S000004870,PET111,NE,,SGD
116,580240,S000004871,ROY1,NE,,SGD
116,580240,S000004872,TRM732,NE,,SGD
116,580240,S000004873,TIF11,E,,SGD
116,580240,S000004874,TPS3,NE,,SGD
116,580240,S000004875,,NE,,SGD
116,580240,S000004876,SAP30,NE,,SGD
116,580240,S000004877,CUE1,NE,,SGD
116,580240,S000004878,,NE,,SGD
116,580240,S000004879,RSN1,NE,,SGD
116,580240,S000004880,PPA2,NE,,SGD
116,580240,S000004881,PRP24,E,,SGD
116,580240,S000004882,TMA23,NE,,SGD
116,580240,S000004883,RRN9,E,,SGD
116,580240,S000004884,URA10,NE,,SGD
116,580240,S000004885,SCS7,NE,,SGD
116,580240,S000004886,ZDS1,NE,,SGD
