dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
116,580240,S000003557,BBC1,NE,,SGD
116,580240,S000003559,,NE,,SGD
116,580240,S000003560,PET130,NE,,SGD
116,580240,S000003561,APS3,NE,,SGD
116,580240,S000003562,RRN7,E,,SGD
116,580240,S000003563,RNR2,E,,SGD
116,580240,S000003564,,NE,,SGD
116,580240,S000003565,,NE,,SGD
116,580240,S000003566,VPS53,NE,,SGD
116,580240,S000003567,MAD2,NE,,SGD
116,580240,S000003568,BET4,E,,SGD
116,580240,S000003569,,E,,SGD
116,580240,S000003570,HCA4,E,,SGD
116,580240,S000003571,KAR2,E,,SGD
116,580240,S000003572,TAD2,E,,SGD
116,580240,S000003573,SNX4,NE,,SGD
116,580240,S000003574,IRC18,NE,,SGD
116,580240,S000003575,LOH1,NE,,SGD
116,580240,S000003576,NUP192,E,,SGD
116,580240,S000003577,NSP1,E,,SGD
116,580240,S000003578,MHP1,NE,,SGD
116,580240,S000003579,,NE,,SGD
116,580240,S000003580,GYP6,NE,,SGD
116,580240,S000003581,,NE,,SGD
116,580240,S000003582,AIM22,NE,,SGD
116,580240,S000003583,RTT101,NE,,SGD
116,580240,S000003584,UBX6,NE,,SGD
116,580240,S000003585,CHM7,NE,,SGD
116,580240,S000003586,MTR4,E,,SGD
116,580240,S000003587,IRC8,NE,,SGD
116,580240,S000003588,TDH1,NE,,SGD
116,580240,S000003589,PEP8,NE,,SGD
116,580240,S000003590,TIM54,C,,SGD
116,580240,S000003591,,NE,,SGD
116,580240,S000003592,ZAP1,NE,,SGD
116,580240,S000003593,IKS1,NE,,SGD
116,580240,S000003594,BIT61,NE,,SGD
116,580240,S000003595,YHC3,NE,,SGD
116,580240,S000003596,BNA3,NE,,SGD
116,580240,S000003597,NUP82,E,,SGD
116,580240,S000003598,LAS21,NE,,SGD
116,580240,S000003599,MRPL8,NE,,SGD
116,580240,S000003600,,NE,,SGD
116,580240,S000003601,DLS1,NE,,SGD
116,580240,S000003602,MPM1,NE,,SGD
116,580240,S000003603,,NE,,SGD
116,580240,S000003604,,NE,,SGD
116,580240,S000003605,UTP18,E,,SGD
116,580240,S000003606,,NE,,SGD
116,580240,S000003607,ARG2,NE,,SGD
116,580240,S000003608,PSF2,E,,SGD
116,580240,S000003609,JEM1,NE,,SGD
116,580240,S000003610,SMC3,C,,SGD
116,580240,S000003611,APQ13,NE,,SGD
116,580240,S000003612,NET1,E,,SGD
116,580240,S000003613,ICS3,NE,,SGD
116,580240,S000003614,PRY3,NE,,SGD
116,580240,S000003615,PRY1,NE,,SGD
116,580240,S000003616,SCP160,NE,,SGD
116,580240,S000003617,ARP4,E,,SGD
116,580240,S000003618,IML2,NE,,SGD
116,580240,S000003619,TAX4,NE,,SGD
116,580240,S000003620,ALY2,NE,,SGD
116,580240,S000003621,EXO70,E,,SGD
116,580240,S000003622,,E,,SGD
116,580240,S000003623,TRL1,E,,SGD
116,580240,S000003624,ARG3,NE,,SGD
116,580240,S000003625,SIP4,NE,,SGD
116,580240,S000003626,DPB11,E,,SGD
116,580240,S000003627,GWT1,E,,SGD
116,580240,S000003628,SRS2,NE,,SGD
116,580240,S000003629,TOK1,NE,,SGD
116,580240,S000003630,KHA1,NE,,SGD
116,580240,S000003631,BCK1,NE,,SGD
116,580240,S000003632,MRPL49,NE,,SGD
116,580240,S000003633,PHS1,E,,SGD
116,580240,S000003634,SAP185,NE,,SGD
116,580240,S000003635,CHS6,NE,,SGD
116,580240,S000003636,LSB6,NE,,SGD
116,580240,S000003637,GSH1,NE,,SGD
116,580240,S000003638,MEF2,NE,,SGD
116,580240,S000003639,GSM1,NE,,SGD
116,580240,S000003640,PAM16,E,,SGD
116,580240,S000003641,SET4,NE,,SGD
116,580240,S000003642,IME2,NE,,SGD
116,580240,S000003643,,NE,,SGD
116,580240,S000003644,PRM10,NE,,SGD
116,580240,S000003645,UTP10,E,,SGD
116,580240,S000003646,GZF3,NE,,SGD
116,580240,S000003647,CCT7,E,,SGD
116,580240,S000003648,MDV1,NE,,SGD
116,580240,S000003651,ASF1,NE,,SGD
116,580240,S000003652,NCA3,NE,,SGD
116,580240,S000003653,PHO86,NE,,SGD
116,580240,S000003654,,NE,,SGD
116,580240,S000003655,,NE,,SGD
116,580240,S000003656,,NE,,SGD
116,580240,S000003657,RPE1,NE,,SGD
116,580240,S000003658,ALB1,NE,,SGD
116,580240,S000003659,MTC1,C,,SGD
116,580240,S000003660,LSM1,NE,,SGD
116,580240,S000003661,GCD14,E,,SGD
116,580240,S000003662,NIT2,NE,,SGD
116,580240,S000003663,SPT10,NE,,SGD
116,580240,S000003664,PBS2,NE,,SGD
116,580240,S000003665,TRK1,NE,,SGD
116,580240,S000003666,URA2,NE,,SGD
116,580240,S000003667,AIM23,NE,,SGD
116,580240,S000003668,,NE,,SGD
116,580240,S000003669,MRS3,NE,,SGD
116,580240,S000003670,LCB3,NE,,SGD
116,580240,S000003671,,NE,,SGD
116,580240,S000003672,RPS21B,NE,,SGD
116,580240,S000003673,GLG2,NE,,SGD
116,580240,S000003674,TIF2,NE,,SGD
116,580240,S000003675,YUR1,NE,,SGD
116,580240,S000003676,RPB4,NE,,SGD
116,580240,S000003677,YAK1,NE,,SGD
116,580240,S000003678,IRC9,NE,,SGD
116,580240,S000003679,TIM17,E,,SGD
116,580240,S000003680,,NE,,SGD
116,580240,S000003681,SFH5,NE,,SGD
116,580240,S000003682,IDS2,NE,,SGD
116,580240,S000003683,MRX5,NE,,SGD
116,580240,S000003684,RPA34,NE,,SGD
116,580240,S000003685,DAS1,NE,,SGD
116,580240,S000003686,,NE,,SGD
116,580240,S000003687,SNA3,NE,,SGD
116,580240,S000003688,,NE,,SGD
116,580240,S000003689,INO1,NE,,SGD
116,580240,S000003690,VPS35,NE,,SGD
116,580240,S000003691,FBP26,NE,,SGD
116,580240,S000003692,SSY5,C,,SGD
116,580240,S000003693,FAR1,C,,SGD
116,580240,S000003694,CIS3,NE,,SGD
116,580240,S000003695,HSP150,NE,,SGD
116,580240,S000003696,PIR5,NE,,SGD
116,580240,S000003697,FMP33,NE,,SGD
116,580240,S000003698,JJJ2,NE,,SGD
116,580240,S000003699,,NE,,SGD
116,580240,S000003700,TPK1,C,,SGD
116,580240,S000003701,HAL5,NE,,SGD
116,580240,S000003702,QCR8,NE,,SGD
116,580240,S000003703,ERG20,E,,SGD
116,580240,S000003704,SET2,NE,,SGD
116,580240,S000003705,,NE,,SGD
116,580240,S000003706,ASG7,NE,,SGD
116,580240,S000003707,TOH1,NE,,SGD
116,580240,S000003708,CPS1,NE,,SGD
116,580240,S000003709,RFA3,E,,SGD
116,580240,S000003710,KRE9,E,,SGD
116,580240,S000003711,,NE,,SGD
116,580240,S000003712,SWI3,NE,,SGD
116,580240,S000003713,RPL17B,NE,,SGD
116,580240,S000003714,ATG27,NE,,SGD
116,580240,S000003715,PFD1,NE,,SGD
116,580240,S000003716,ATP12,NE,,SGD
116,580240,S000003717,RBH1,NE,,SGD
116,580240,S000003718,,NE,,SGD
116,580240,S000003719,MNN11,NE,,SGD
116,580240,S000003720,GON7,C,,SGD
116,580240,S000003721,ATG36,NE,,SGD
116,580240,S000003722,MNN5,NE,,SGD
116,580240,S000003723,SWE1,NE,,SGD
116,580240,S000003724,BUD19,NE,,SGD
116,580240,S000003725,RPL39,NE,,SGD
116,580240,S000003726,RPS22A,NE,,SGD
116,580240,S000003727,RPS14B,NE,,SGD
116,580240,S000003728,SOP4,NE,,SGD
116,580240,S000003729,,NE,,SGD
116,580240,S000003730,CDC6,E,,SGD
116,580240,S000003731,,E,,SGD
116,580240,S000003732,ELO1,NE,,SGD
116,580240,S000003733,UBP12,NE,,SGD
116,580240,S000003734,PHO90,C,,SGD
116,580240,S000003735,MBB1,NE,,SGD
116,580240,S000003736,ACO2,NE,,SGD
116,580240,S000003737,ECM25,NE,,SGD
116,580240,S000003738,,E,,SGD
116,580240,S000003739,PRP21,E,,SGD
116,580240,S000003740,RCY1,NE,,SGD
116,580240,S000003741,,NE,,SGD
116,580240,S000003743,LAA1,NE,,SGD
116,580240,S000003744,NUC1,NE,,SGD
116,580240,S000003745,CBP1,NE,,SGD
116,580240,S000003746,PEX2,NE,,SGD
116,580240,S000003747,,NE,,SGD
116,580240,S000003748,OPT1,NE,,SGD
116,580240,S000003749,,NE,,SGD
116,580240,S000003750,HXT8,NE,,SGD
116,580240,S000003751,,NE,,SGD
116,580240,S000003752,IMA5,NE,,SGD
116,580240,S000003753,REE1,NE,,SGD
116,580240,S000003754,,NE,,SGD
116,580240,S000003761,AVT1,NE,,SGD
116,580240,S000003762,MPP10,E,,SGD
116,580240,S000003763,MRX12,C,,SGD
116,580240,S000003764,SAG1,NE,,SGD
116,580240,S000003765,APL1,NE,,SGD
116,580240,S000003766,POL31,E,,SGD
116,580240,S000003767,SUI2,E,,SGD
116,580240,S000003768,MHO1,NE,,SGD
116,580240,S000003769,TDH2,NE,,SGD
116,580240,S000003770,SPC1,NE,,SGD
116,580240,S000003771,MET3,NE,,SGD
116,580240,S000003772,,NE,,SGD
116,580240,S000003773,,E,,SGD
116,580240,S000003774,GPI14,E,,SGD
116,580240,S000003775,TMA22,NE,,SGD
116,580240,S000003776,,NE,,SGD
116,580240,S000003777,ILV3,E,,SGD
116,580240,S000003778,ESS1,E,,SGD
116,580240,S000003779,,NE,,SGD
116,580240,S000003780,TES1,NE,,SGD
116,580240,S000003781,,NE,,SGD
116,580240,S000003782,REC107,NE,,SGD
116,580240,S000003783,LSM8,E,,SGD
116,580240,S000003784,,E,,SGD
116,580240,S000003785,MDE1,NE,,SGD
116,580240,S000003786,BNA1,NE,,SGD
116,580240,S000003787,,NE,,SGD
116,580240,S000003791,RBH2,NE,,SGD
116,580240,S000003792,GEA1,NE,,SGD
116,580240,S000003793,CPR7,NE,,SGD
116,580240,S000003794,RAV1,NE,,SGD
116,580240,S000003796,RAD26,NE,,SGD
116,580240,S000003797,HUL4,NE,,SGD
116,580240,S000003798,,NE,,SGD
116,580240,S000003799,,NE,,SGD
116,580240,S000003800,,NE,,SGD
116,580240,S000003801,GEF1,NE,,SGD
116,580240,S000003802,URB2,E,,SGD
116,580240,S000003803,NUP85,E,,SGD
116,580240,S000003804,POL32,NE,,SGD
116,580240,S000003805,VPS55,NE,,SGD
116,580240,S000003806,SSC1,E,,SGD
116,580240,S000003807,TAH11,E,,SGD
116,580240,S000003808,ANB1,NE,,SGD
116,580240,S000003809,CYC1,NE,,SGD
116,580240,S000003810,UTR1,C,,SGD
116,580240,S000003811,ISY1,NE,,SGD
116,580240,S000003812,OSM1,NE,,SGD
116,580240,S000003813,RAD7,NE,,SGD
116,580240,S000003814,BFA1,NE,,SGD
116,580240,S000003815,KCH1,NE,,SGD
116,580240,S000003816,HIT1,NE,,SGD
116,580240,S000003817,,NE,,SGD
116,580240,S000003818,CDC8,E,,SGD
116,580240,S000003819,APS2,NE,,SGD
116,580240,S000003820,PTK2,NE,,SGD
116,580240,S000003821,CBF1,NE,,SGD
116,580240,S000003822,,NE,,SGD
116,580240,S000003823,NTA1,NE,,SGD
116,580240,S000003824,RPA12,NE,,SGD
116,580240,S000003825,CCT5,E,,SGD
116,580240,S000003826,ARP3,C,,SGD
116,580240,S000003827,TOR1,NE,,SGD
116,580240,S000003828,YAE1,E,,SGD
116,580240,S000003829,RFC2,E,,SGD
116,580240,S000003830,HAM1,NE,,SGD
116,580240,S000003831,LIA1,NE,,SGD
116,580240,S000003833,NPA3,E,,SGD
116,580240,S000003834,OPI3,NE,,SGD
116,580240,S000003835,MOG1,NE,,SGD
116,580240,S000003836,HOC1,NE,,SGD
116,580240,S000003837,CDC11,E,,SGD
116,580240,S000003838,MIR1,NE,,SGD
116,580240,S000003839,BNA2,NE,,SGD
116,580240,S000003840,,NE,,SGD
116,580240,S000003841,AIM24,NE,,SGD
116,580240,S000003842,EAF6,NE,,SGD
116,580240,S000003843,ACF4,NE,,SGD
116,580240,S000003844,,NE,,SGD
116,580240,S000003847,,NE,,SGD
116,580240,S000003848,EMC2,NE,,SGD
116,580240,S000003849,BIR1,C,,SGD
116,580240,S000003850,GRR1,NE,,SGD
116,580240,S000003851,JSN1,NE,,SGD
116,580240,S000003852,BUD4,NE,,SGD
116,580240,S000003853,FIP1,E,,SGD
116,580240,S000003854,IME1,NE,,SGD
116,580240,S000003855,RPL43B,NE,,SGD
116,580240,S000003856,SFC1,E,,SGD
116,580240,S000003857,,NE,,SGD
116,580240,S000003858,JJJ3,NE,,SGD
116,580240,S000003859,,NE,,SGD
116,580240,S000003860,YUH1,NE,,SGD
116,580240,S000003861,AIM25,NE,,SGD
116,580240,S000003863,VPS25,NE,,SGD
116,580240,S000003864,URA8,NE,,SGD
116,580240,S000003865,SOD1,NE,,SGD
116,580240,S000003866,ADO1,NE,,SGD
116,580240,S000003867,ECM27,NE,,SGD
116,580240,S000003868,LIH1,NE,,SGD
116,580240,S000003869,ABM1,NE,,SGD
116,580240,S000003870,CPA2,NE,,SGD
116,580240,S000003871,YMR1,NE,,SGD
116,580240,S000003872,PXP2,NE,,SGD
116,580240,S000003873,NNF1,E,,SGD
116,580240,S000003874,RSM7,NE,,SGD
116,580240,S000003876,,NE,,SGD
116,580240,S000003877,TDA4,NE,,SGD
116,580240,S000003878,STE24,NE,,SGD
116,580240,S000003879,ILM1,NE,,SGD
116,580240,S000003880,JHD2,NE,,SGD
116,580240,S000003881,,NE,,SGD
116,580240,S000003882,ATP2,NE,,SGD
116,580240,S000003883,IBA57,NE,,SGD
116,580240,S000003884,RPS5,E,,SGD
116,580240,S000003885,,NE,,SGD
116,580240,S000003886,ENT3,NE,,SGD
116,580240,S000003887,VPS70,NE,,SGD
116,580240,S000003888,RSF2,NE,,SGD
116,580240,S000003889,,NE,,SGD
116,580240,S000003890,EFM3,NE,,SGD
116,580240,S000003891,STR2,NE,,SGD
116,580240,S000003892,MNS1,NE,,SGD
116,580240,S000003893,NMD5,NE,,SGD
116,580240,S000003894,XPT1,NE,,SGD
116,580240,S000003895,SGM1,NE,,SGD
116,580240,S000003896,MCM22,C,,SGD
116,580240,S000003897,TTI2,E,,SGD
116,580240,S000003898,MET5,NE,,SGD
116,580240,S000003900,HOM6,NE,,SGD
116,580240,S000003901,HIR3,NE,,SGD
116,580240,S000003902,IPA1,E,,SGD
116,580240,S000003903,,NE,,SGD
116,580240,S000003905,MGM101,NE,,SGD
116,580240,S000003906,RPS4A,NE,,SGD
116,580240,S000003907,,NE,,SGD
116,580240,S000003908,HMS2,NE,,SGD
116,580240,S000003909,BAT2,NE,,SGD
116,580240,S000003910,,NE,,SGD
116,580240,S000003911,DAN1,NE,,SGD
116,580240,S000003913,DAL5,NE,,SGD
116,580240,S000003914,PGU1,NE,,SGD
116,580240,S000003915,,NE,,SGD
116,580240,S000003916,AAD10,NE,,SGD
116,580240,S000003924,DNM1,NE,,SGD
116,580240,S000003925,RTT109,NE,,SGD
116,580240,S000003926,SFI1,E,,SGD
116,580240,S000003927,ORC3,E,,SGD
116,580240,S000003928,SPO75,NE,,SGD
116,580240,S000003929,MMM1,NE,,SGD
116,580240,S000003930,LMO1,NE,,SGD
116,580240,S000003931,DRS1,E,,SGD
116,580240,S000003932,COX17,NE,,SGD
116,580240,S000003933,PSR1,NE,,SGD
116,580240,S000003934,SOF1,E,,SGD
116,580240,S000003935,YEH1,NE,,SGD
116,580240,S000003936,PUF3,NE,,SGD
116,580240,S000003937,EMC6,NE,,SGD
116,580240,S000003938,BPT1,NE,,SGD
116,580240,S000003939,SDC25,NE,,SGD
116,580240,S000003940,,NE,,SGD
116,580240,S000003941,DPS1,E,,SGD
116,580240,S000003942,KNS1,NE,,SGD
116,580240,S000003943,,NE,,SGD
116,580240,S000003944,SPA2,NE,,SGD
116,580240,S000003945,HIF1,NE,,SGD
116,580240,S000003946,POM33,NE,,SGD
116,580240,S000003947,SSA2,NE,,SGD
116,580240,S000003948,PAU17,NE,,SGD
116,580240,S000003949,HSP104,NE,,SGD
116,580240,S000003950,ISA1,NE,,SGD
116,580240,S000003951,TPO1,NE,,SGD
116,580240,S000003952,FRA1,NE,,SGD
116,580240,S000003953,RRT7,NE,,SGD
116,580240,S000003954,GPI13,E,,SGD
116,580240,S000003955,,NE,,SGD
116,580240,S000003956,IRC19,NE,,SGD
116,580240,S000003957,RIX7,E,,SGD
116,580240,S000003958,GRC3,E,,SGD
116,580240,S000003959,PRP19,E,,SGD
116,580240,S000003960,,E,,SGD
116,580240,S000003961,ENT4,NE,,SGD
116,580240,S000003962,UBI4,NE,,SGD
116,580240,S000003963,VPS13,NE,,SGD
116,580240,S000003964,SDH2,NE,,SGD
116,580240,S000003965,ATG10,NE,,SGD
116,580240,S000003966,FPS1,NE,,SGD
116,580240,S000003967,,NE,,SGD
116,580240,S000003968,RPL8B,NE,,SGD
116,580240,S000003969,RNP1,NE,,SGD
116,580240,S000003970,,NE,,SGD
116,580240,S000003971,YBT1,NE,,SGD
116,580240,S000003972,LDB18,NE,,SGD
116,580240,S000003973,COF1,E,,SGD
116,580240,S000003974,FRE6,NE,,SGD
116,580240,S000003975,AQY2,NE,,SGD
116,580240,S000003976,,NE,,SGD
116,580240,S000003977,,NE,,SGD
116,580240,S000003978,YCT1,NE,,SGD
116,580240,S000003979,,NE,,SGD
116,580240,S000003980,JLP1,NE,,SGD
116,580240,S000003981,,NE,,SGD
116,580240,S000003982,,NE,,SGD
116,580240,S000003983,GTT2,NE,,SGD
116,580240,S000003984,MMP1,NE,,SGD
116,580240,S000003985,MHT1,NE,,SGD
116,580240,S000003986,AYT1,NE,,SGD
116,580240,S000003991,,NE,,SGD
116,580240,S000003992,NOC3,E,,SGD
116,580240,S000003993,CMS1,NE,,SGD
116,580240,S000003994,THI73,NE,,SGD
116,580240,S000003995,SSL1,E,,SGD
116,580240,S000003996,SSK1,NE,,SGD
116,580240,S000003997,NSE1,E,,SGD
116,580240,S000003998,PAM18,E,,SGD
116,580240,S000003999,RLP24,E,,SGD
116,580240,S000004000,TEN1,E,,SGD
116,580240,S000004001,LOT6,NE,,SGD
116,580240,S000004002,,NE,,SGD
116,580240,S000004003,GAT3,C,,SGD
116,580240,S000004004,PPR1,NE,,SGD
116,580240,S000004005,BRE2,NE,,SGD
116,580240,S000004006,PML1,NE,,SGD
116,580240,S000004007,MEU1,NE,,SGD
116,580240,S000004008,POM34,NE,,SGD
116,580240,S000004009,PSR2,NE,,SGD
116,580240,S000004010,YEH2,NE,,SGD
116,580240,S000004011,IRC25,NE,,SGD
116,580240,S000004012,SDO1,C,,SGD
116,580240,S000004013,IZH3,NE,,SGD
116,580240,S000004014,UBR2,NE,,SGD
116,580240,S000004015,SNF7,NE,,SGD
116,580240,S000004016,SED5,E,,SGD
116,580240,S000004017,AAT2,C,,SGD
116,580240,S000004018,ADE16,NE,,SGD
116,580240,S000004019,RPL15A,E,,SGD
116,580240,S000004020,,NE,,SGD
116,580240,S000004021,,NE,,SGD
116,580240,S000004022,RAD5,NE,,SGD
116,580240,S000004023,RSC58,E,,SGD
116,580240,S000004024,SMF3,NE,,SGD
116,580240,S000004025,MLH2,NE,,SGD
116,580240,S000004026,,NE,,SGD
116,580240,S000004027,PAU23,NE,,SGD
116,580240,S000004028,COX12,NE,,SGD
116,580240,S000004029,RIC1,C,,SGD
116,580240,S000004030,AFB1,NE,,SGD
116,580240,S000004031,,NE,,SGD
116,580240,S000004032,,NE,,SGD
116,580240,S000004033,TRX1,NE,,SGD
116,580240,S000004034,PDC1,NE,,SGD
116,580240,S000004035,STU2,E,,SGD
116,580240,S000004036,,NE,,SGD
116,580240,S000004037,FRE8,NE,,SGD
116,580240,S000004038,RPS0B,NE,,SGD
116,580240,S000004039,,NE,,SGD
116,580240,S000004040,,NE,,SGD
116,580240,S000004041,FCF2,E,,SGD
116,580240,S000004042,IES3,NE,,SGD
116,580240,S000004043,,NE,,SGD
116,580240,S000004044,OSW2,NE,,SGD
116,580240,S000004045,SPT8,NE,,SGD
116,580240,S000004046,ERG3,NE,,SGD
116,580240,S000004047,MNL2,NE,,SGD
116,580240,S000004048,SHM2,NE,,SGD
116,580240,S000004049,REX2,C,,SGD
116,580240,S000004050,FRS1,E,,SGD
116,580240,S000004051,RPL22A,NE,,SGD
116,580240,S000004052,BUD28,NE,,SGD
116,580240,S000004053,BMT6,NE,,SGD
116,580240,S000004054,PER33,NE,,SGD
116,580240,S000004055,ENV10,NE,,SGD
116,580240,S000004056,SPC3,E,,SGD
116,580240,S000004057,PET309,NE,,SGD
116,580240,S000004058,FYV7,NE,,SGD
116,580240,S000004059,MEF1,NE,,SGD
116,580240,S000004060,XYL2,NE,,SGD
116,580240,S000004061,RGR1,E,,SGD
116,580240,S000004062,LAM6,NE,,SGD
116,580240,S000004063,RFU1,NE,,SGD
116,580240,S000004064,BUD20,NE,,SGD
116,580240,S000004065,RPL10,E,,SGD
116,580240,S000004066,,E,,SGD
116,580240,S000004067,FMP25,NE,,SGD
116,580240,S000004068,BOS1,E,,SGD
116,580240,S000004069,SIC1,NE,,SGD
116,580240,S000004070,EMP46,NE,,SGD
116,580240,S000004071,GAL2,NE,,SGD
116,580240,S000004072,SRL2,NE,,SGD
116,580240,S000004073,EMP70,NE,,SGD
116,580240,S000004074,RAX2,NE,,SGD
116,580240,S000004075,ARP6,NE,,SGD
116,580240,S000004076,SMC4,E,,SGD
116,580240,S000004077,CSF1,NE,,SGD
116,580240,S000004078,GAA1,E,,SGD
116,580240,S000004079,ALT1,NE,,SGD
116,580240,S000004080,XDJ1,NE,,SGD
116,580240,S000004081,GEP5,NE,,SGD
116,580240,S000004082,SUL2,NE,,SGD
116,580240,S000004083,NYV1,NE,,SGD
116,580240,S000004084,GIS3,NE,,SGD
116,580240,S000004085,IOC2,NE,,SGD
116,580240,S000004086,KIN2,NE,,SGD
116,580240,S000004087,HRT3,C,,SGD
116,580240,S000004088,CHA4,NE,,SGD
116,580240,S000004089,ICT1,NE,,SGD
116,580240,S000004090,ERG27,E,,SGD
116,580240,S000004091,,E,,SGD
116,580240,S000004092,APC9,NE,,SGD
116,580240,S000004093,CDC45,E,,SGD
116,580240,S000004094,LCL2,NE,,SGD
116,580240,S000004095,SEN2,E,,SGD
116,580240,S000004096,MDN1,E,,SGD
116,580240,S000004097,REX3,NE,,SGD
116,580240,S000004098,,NE,,SGD
116,580240,S000004099,AHP1,NE,,SGD
116,580240,S000004100,CCW12,NE,,SGD
116,580240,S000004101,,NE,,SGD
116,580240,S000004102,,NE,,SGD
116,580240,S000004103,HOG1,NE,,SGD
116,580240,S000004104,AVL9,NE,,SGD
116,580240,S000004105,CFT2,E,,SGD
116,580240,S000004106,MSL5,E,,SGD
116,580240,S000004107,CLF1,E,,SGD
116,580240,S000004108,,NE,,SGD
116,580240,S000004109,SRN2,NE,,SGD
116,580240,S000004110,YPS1,NE,,SGD
116,580240,S000004111,YPS3,NE,,SGD
116,580240,S000004112,,NE,,SGD
116,580240,S000004113,,NE,,SGD
116,580240,S000004114,,NE,,SGD
116,580240,S000004115,,NE,,SGD
116,580240,S000004116,,NE,,SGD
116,580240,S000004117,APC2,E,,SGD
116,580240,S000004118,DCN1,NE,,SGD
116,580240,S000004119,DIP2,E,,SGD
116,580240,S000004120,ZRT2,NE,,SGD
116,580240,S000004121,ACE2,NE,,SGD
116,580240,S000004122,USB1,E,,SGD
116,580240,S000004123,CKI1,NE,,SGD
116,580240,S000004124,PDC5,NE,,SGD
116,580240,S000004125,SLX4,NE,,SGD
116,580240,S000004126,TIS11,NE,,SGD
116,580240,S000004127,RKM5,NE,,SGD
116,580240,S000004128,NHA1,NE,,SGD
116,580240,S000004129,SLS1,NE,,SGD
116,580240,S000004130,,C,,SGD
116,580240,S000004131,RRN5,E,,SGD
116,580240,S000004132,PUT1,NE,,SGD
116,580240,S000004133,DPH6,NE,,SGD
116,580240,S000004134,ACF2,NE,,SGD
116,580240,S000004135,RMP1,E,,SGD
116,580240,S000004136,SPE4,NE,,SGD
116,580240,S000004137,SMD3,E,,SGD
116,580240,S000004138,PEP3,NE,,SGD
116,580240,S000004139,,NE,,SGD
116,580240,S000004140,STM1,NE,,SGD
116,580240,S000004141,PCD1,NE,,SGD
116,580240,S000004142,,NE,,SGD
116,580240,S000004143,ACS2,E,,SGD
116,580240,S000004144,RNH203,NE,,SGD
116,580240,S000004153,MAS1,E,,SGD
116,580240,S000004154,SHH4,NE,,SGD
116,580240,S000004155,PUS5,NE,,SGD
116,580240,S000004156,SEC10,E,,SGD
116,580240,S000004157,RPS31,E,,SGD
116,580240,S000004158,UPS2,NE,,SGD
116,580240,S000004159,,NE,,SGD
116,580240,S000004160,APS1,NE,,SGD
116,580240,S000004161,,NE,,SGD
116,580240,S000004162,DPH5,NE,,SGD
116,580240,S000004163,,NE,,SGD
116,580240,S000004164,IDP2,NE,,SGD
116,580240,S000004165,CBF5,E,,SGD
116,580240,S000004166,RFX1,NE,,SGD
116,580240,S000004167,,NE,,SGD
116,580240,S000004168,TFS1,NE,,SGD
116,580240,S000004169,,NE,,SGD
116,580240,S000004170,SAM1,NE,,SGD
116,580240,S000004171,VTA1,NE,,SGD
116,580240,S000004172,SWI6,C,,SGD
116,580240,S000004173,TOS4,NE,,SGD
116,580240,S000004174,,NE,,SGD
116,580240,S000004175,RPL37A,NE,,SGD
116,580240,S000004176,EMG1,E,,SGD
116,580240,S000004177,SKG3,NE,,SGD
116,580240,S000004178,MDL1,NE,,SGD
116,580240,S000004179,ATG26,NE,,SGD
116,580240,S000004180,MMR1,NE,,SGD
116,580240,S000004181,PEX13,NE,,SGD
116,580240,S000004182,HCR1,NE,,SGD
116,580240,S000004183,UPS1,NE,,SGD
116,580240,S000004184,NCW2,NE,,SGD
116,580240,S000004185,NMT1,E,,SGD
116,580240,S000004186,PWP1,E,,SGD
116,580240,S000004187,NOP56,E,,SGD
116,580240,S000004188,,E,,SGD
116,580240,S000004189,PBA1,NE,,SGD
116,580240,S000004190,YKE2,NE,,SGD
116,580240,S000004191,COQ9,NE,,SGD
116,580240,S000004192,,NE,,SGD
116,580240,S000004193,MSS51,NE,,SGD
116,580240,S000004194,QRI5,NE,,SGD
116,580240,S000004195,HMX1,NE,,SGD
116,580240,S000004196,ENT2,NE,,SGD
116,580240,S000004197,HRD3,NE,,SGD
116,580240,S000004198,SEC13,E,,SGD
116,580240,S000004199,PNP1,NE,,SGD
116,580240,S000004200,CLB4,NE,,SGD
116,580240,S000004201,ATG38,NE,,SGD
116,580240,S000004202,TUB4,E,,SGD
116,580240,S000004203,CRR1,NE,,SGD
116,580240,S000004204,FRE1,NE,,SGD
116,580240,S000004205,CDC123,E,,SGD
116,580240,S000004206,CPR6,NE,,SGD
116,580240,S000004207,,NE,,SGD
116,580240,S000004208,COA4,NE,,SGD
116,580240,S000004209,MSC3,NE,,SGD
116,580240,S000004210,CCC1,C,,SGD
116,580240,S000004211,RSA3,NE,,SGD
116,580240,S000004212,UTP13,E,,SGD
116,580240,S000004213,IFH1,E,,SGD
116,580240,S000004214,UCC1,NE,,SGD
116,580240,S000004215,,NE,,SGD
116,580240,S000004216,BUR2,NE,,SGD
116,580240,S000004217,ADY4,NE,,SGD
116,580240,S000004218,ECM22,NE,,SGD
116,580240,S000004219,CDC42,E,,SGD
116,580240,S000004220,,E,,SGD
116,580240,S000004221,BNA5,NE,,SGD
116,580240,S000004222,,NE,,SGD
116,580240,S000004223,EST1,NE,,SGD
116,580240,S000004224,TOP3,NE,,SGD
116,580240,S000004225,,NE,,SGD
116,580240,S000004226,,NE,,SGD
116,580240,S000004227,THI7,NE,,SGD
116,580240,S000004228,FAR10,NE,,SGD
116,580240,S000004229,LIP2,NE,,SGD
116,580240,S000004230,VPS34,C,,SGD
